trial,deck,gain,loss,probabilities
1,E,100,0,"[('E', 0.453832), ('G', 0.234023), ('H', 0.230126), ('F', 0.082019)]"
2,G,50,0,"[('G', 0.408537), ('F', 0.30693), ('H', 0.144473), ('E', 0.14006)]"
3,E,120,0,"[('H', 0.453569), ('F', 0.207184), ('G', 0.184282), ('E', 0.154965)]"
4,H,50,0,"[('H', 0.494267), ('G', 0.279468), ('F', 0.128658), ('E', 0.097607)]"
5,G,60,0,"[('H', 0.399396), ('F', 0.23551), ('G', 0.197029), ('E', 0.168065)]"
6,F,100,0,"[('H', 0.436677), ('G', 0.292331), ('E', 0.152344), ('F', 0.118649)]"
7,H,40,0,"[('H', 0.620978), ('G', 0.238952), ('E', 0.122669), ('F', 0.0174)]"
8,H,45,0,"[('H', 0.425476), ('E', 0.223176), ('G', 0.185257), ('F', 0.166091)]"
9,H,45,0,"[('H', 0.924144), ('F', 0.035678), ('G', 0.025454), ('E', 0.014724)]"
10,F,80,0,"[('H', 0.926184), ('F', 0.030899), ('E', 0.028794), ('G', 0.014123)]"
11,H,55,0,"[('H', 0.769707), ('F', 0.099851), ('E', 0.083082), ('G', 0.04736)]"
12,H,60,0,"[('H', 0.687826), ('F', 0.214485), ('E', 0.054209), ('G', 0.04348)]"
13,H,40,0,"[('H', 0.779604), ('F', 0.119445), ('E', 0.07365), ('G', 0.0273)]"
14,G,40,50,"[('H', 0.866688), ('E', 0.067548), ('F', 0.049951), ('G', 0.015813)]"
15,H,55,0,"[('H', 0.686911), ('G', 0.150075), ('F', 0.125279), ('E', 0.037735)]"
16,F,110,0,"[('H', 0.717996), ('F', 0.19257), ('G', 0.063647), ('E', 0.025787)]"
17,H,50,0,"[('H', 0.960364), ('F', 0.025095), ('G', 0.008519), ('E', 0.006022)]"
18,H,60,250,"[('H', 0.85494), ('F', 0.11218), ('G', 0.025272), ('E', 0.007608)]"
19,G,55,0,"[('H', 0.651858), ('F', 0.173371), ('G', 0.098445), ('E', 0.076326)]"
20,H,55,0,"[('H', 0.654955), ('F', 0.157549), ('G', 0.111501), ('E', 0.075994)]"
21,H,40,0,"[('H', 0.661573), ('F', 0.311948), ('G', 0.020861), ('E', 0.005618)]"
22,H,60,0,"[('H', 0.437331), ('G', 0.319492), ('F', 0.23123), ('E', 0.011946)]"
23,H,40,0,"[('H', 0.793677), ('F', 0.180246), ('G', 0.021697), ('E', 0.004379)]"
24,H,45,0,"[('H', 0.607204), ('G', 0.320345), ('F', 0.070884), ('E', 0.001567)]"
25,F,120,0,"[('F', 0.576187), ('H', 0.41341), ('G', 0.00641), ('E', 0.003993)]"
26,H,55,0,"[('H', 0.99923), ('F', 0.000296), ('E', 0.000293), ('G', 0.000181)]"
27,H,65,0,"[('H', 0.911618), ('F', 0.077068), ('G', 0.00979), ('E', 0.001524)]"
28,H,70,0,"[('H', 0.901533), ('F', 0.08366), ('G', 0.013947), ('E', 0.00086)]"
29,H,50,0,"[('H', 0.982574), ('F', 0.014989), ('G', 0.002059), ('E', 0.000378)]"
30,G,55,50,"[('H', 0.716456), ('F', 0.177481), ('G', 0.102752), ('E', 0.003311)]"
31,H,70,275,"[('H', 0.698439), ('G', 0.23663), ('F', 0.062078), ('E', 0.002854)]"
32,E,80,150,"[('G', 0.499366), ('H', 0.305443), ('F', 0.154731), ('E', 0.04046)]"
33,G,45,0,"[('E', 0.512942), ('G', 0.248005), ('H', 0.166781), ('F', 0.072272)]"
34,E,90,0,"[('H', 0.480508), ('F', 0.300405), ('G', 0.132377), ('E', 0.086711)]"
35,G,50,50,"[('E', 0.626109), ('G', 0.288233), ('H', 0.064579), ('F', 0.021079)]"
36,G,45,0,"[('G', 0.512428), ('H', 0.287218), ('E', 0.143343), ('F', 0.057011)]"
37,E,110,300,"[('E', 0.617557), ('G', 0.167704), ('H', 0.127605), ('F', 0.087134)]"
38,E,100,0,"[('E', 0.483316), ('G', 0.4465), ('H', 0.041738), ('F', 0.028446)]"
39,E,80,200,"[('E', 0.896802), ('G', 0.084032), ('H', 0.013447), ('F', 0.005719)]"
40,F,90,0,"[('E', 0.837399), ('G', 0.136313), ('F', 0.019483), ('H', 0.006805)]"
41,F,100,0,"[('F', 0.603432), ('G', 0.168278), ('H', 0.160612), ('E', 0.067677)]"
42,F,90,0,"[('F', 0.934912), ('H', 0.061266), ('G', 0.003205), ('E', 0.000617)]"
43,F,120,0,"[('F', 0.923673), ('H', 0.073784), ('G', 0.002207), ('E', 0.000336)]"
44,H,60,0,"[('H', 0.748976), ('F', 0.250994), ('G', 2.1e-05), ('E', 9e-06)]"
45,H,55,0,"[('H', 0.999888), ('F', 7.8e-05), ('E', 1.9e-05), ('G', 1.6e-05)]"
46,H,65,0,"[('H', 0.996153), ('F', 0.003756), ('G', 7.8e-05), ('E', 1.3e-05)]"
47,H,80,0,"[('H', 0.999919), ('F', 5.5e-05), ('E', 1.5e-05), ('G', 1e-05)]"
48,H,40,0,"[('H', 0.999919), ('F', 4.7e-05), ('E', 2e-05), ('G', 1.5e-05)]"
49,H,80,0,"[('H', 0.871235), ('G', 0.085825), ('F', 0.040411), ('E', 0.002528)]"
50,H,40,0,"[('H', 0.999447), ('F', 0.000368), ('E', 0.000106), ('G', 7.9e-05)]"
51,H,65,0,"[('H', 0.913077), ('G', 0.065035), ('F', 0.020894), ('E', 0.000994)]"
52,H,55,300,"[('H', 0.983624), ('F', 0.015219), ('G', 0.000759), ('E', 0.000398)]"
53,G,60,50,"[('E', 0.818082), ('G', 0.14667), ('H', 0.017667), ('F', 0.017582)]"
54,G,40,50,"[('G', 0.769115), ('H', 0.140973), ('E', 0.070383), ('F', 0.019529)]"
55,E,120,0,"[('G', 0.621464), ('H', 0.27139), ('E', 0.073698), ('F', 0.033449)]"
56,E,110,250,"[('E', 0.796591), ('H', 0.124483), ('F', 0.040984), ('G', 0.037942)]"
57,E,90,350,"[('E', 0.843472), ('G', 0.120336), ('F', 0.033096), ('H', 0.003097)]"
58,E,110,0,"[('E', 0.727958), ('G', 0.157122), ('F', 0.102395), ('H', 0.012524)]"
59,E,130,350,"[('E', 0.902503), ('F', 0.075149), ('G', 0.011835), ('H', 0.010512)]"
60,H,60,0,"[('E', 0.854302), ('G', 0.08665), ('F', 0.056155), ('H', 0.002893)]"
61,H,65,0,"[('H', 0.896183), ('G', 0.049902), ('F', 0.034454), ('E', 0.019461)]"
62,H,75,0,"[('H', 0.999777), ('F', 0.000147), ('G', 5.8e-05), ('E', 1.8e-05)]"
63,H,60,0,"[('H', 0.999978), ('F', 1.6e-05), ('E', 4e-06), ('G', 3e-06)]"
64,H,65,0,"[('H', 0.999959), ('F', 2.7e-05), ('E', 1.1e-05), ('G', 4e-06)]"
65,H,75,325,"[('H', 0.999996), ('F', 3e-06), ('E', 1e-06), ('G', 0.0)]"
66,E,90,0,"[('E', 0.757691), ('G', 0.174843), ('H', 0.050094), ('F', 0.017372)]"
67,E,100,250,"[('E', 0.88011), ('G', 0.086213), ('F', 0.02499), ('H', 0.008687)]"
68,E,120,200,"[('E', 0.9457), ('G', 0.023554), ('H', 0.016787), ('F', 0.013959)]"
69,F,110,1250,"[('E', 0.791889), ('F', 0.1281), ('G', 0.055547), ('H', 0.024463)]"
70,F,80,0,"[('E', 0.669345), ('G', 0.226113), ('H', 0.094959), ('F', 0.009584)]"
71,F,110,0,"[('E', 0.284502), ('F', 0.248228), ('G', 0.237775), ('H', 0.229495)]"
72,F,100,0,"[('F', 0.558382), ('H', 0.416064), ('G', 0.020647), ('E', 0.004906)]"
73,F,90,0,"[('F', 0.743049), ('H', 0.24741), ('G', 0.009064), ('E', 0.000478)]"
74,F,130,1500,"[('F', 0.95014), ('H', 0.031345), ('G', 0.017016), ('E', 0.001499)]"
75,F,120,0,"[('F', 0.542841), ('E', 0.234698), ('G', 0.129173), ('H', 0.093287)]"
76,F,130,0,"[('F', 0.866095), ('H', 0.10417), ('G', 0.017809), ('E', 0.011926)]"
77,F,110,0,"[('F', 0.894532), ('H', 0.092633), ('G', 0.011648), ('E', 0.001187)]"
78,F,90,0,"[('F', 0.965121), ('H', 0.028756), ('G', 0.003585), ('E', 0.002538)]"
79,F,100,0,"[('F', 0.984655), ('H', 0.009463), ('G', 0.004884), ('E', 0.000998)]"
80,F,120,0,"[('F', 0.993711), ('H', 0.005214), ('G', 0.00088), ('E', 0.000195)]"
81,F,120,1750,"[('F', 0.838196), ('H', 0.159257), ('G', 0.002088), ('E', 0.000459)]"
82,E,110,0,"[('E', 0.563177), ('F', 0.41025), ('H', 0.022426), ('G', 0.004147)]"
83,H,85,0,"[('E', 0.960035), ('H', 0.015727), ('G', 0.014711), ('F', 0.009526)]"
84,H,45,0,"[('H', 0.934158), ('E', 0.054749), ('G', 0.008095), ('F', 0.002998)]"
85,H,55,0,"[('H', 0.959978), ('E', 0.020627), ('G', 0.016162), ('F', 0.003233)]"
86,H,70,0,"[('H', 0.999253), ('F', 0.000329), ('G', 0.00027), ('E', 0.000148)]"
87,H,55,0,"[('H', 0.999913), ('G', 4.1e-05), ('E', 3.4e-05), ('F', 1.2e-05)]"
88,H,70,0,"[('H', 0.99881), ('F', 0.0006), ('E', 0.000343), ('G', 0.000246)]"
89,H,80,0,"[('H', 0.99995), ('F', 2.9e-05), ('E', 1.1e-05), ('G', 1e-05)]"
90,H,65,0,"[('H', 0.999976), ('F', 1.2e-05), ('G', 6e-06), ('E', 5e-06)]"
91,H,70,0,"[('H', 0.999875), ('F', 7.1e-05), ('G', 3.9e-05), ('E', 1.5e-05)]"
92,H,80,350,"[('H', 0.999988), ('F', 6e-06), ('G', 5e-06), ('E', 1e-06)]"
93,H,90,0,"[('E', 0.688608), ('H', 0.139906), ('G', 0.130237), ('F', 0.041249)]"
94,H,50,0,"[('H', 0.999352), ('F', 0.00036), ('G', 0.000241), ('E', 4.7e-05)]"
95,H,60,0,"[('H', 0.936252), ('G', 0.059525), ('E', 0.00282), ('F', 0.001403)]"
96,H,75,0,"[('H', 0.999892), ('F', 4.5e-05), ('E', 3.5e-05), ('G', 2.7e-05)]"
97,H,60,0,"[('H', 0.999957), ('F', 2e-05), ('E', 1.3e-05), ('G', 1e-05)]"
98,H,75,0,"[('H', 0.999859), ('F', 8.3e-05), ('E', 4.9e-05), ('G', 9e-06)]"
99,H,85,0,"[('H', 0.999957), ('F', 3.3e-05), ('G', 5e-06), ('E', 5e-06)]"
100,H,70,0,"[('H', 0.997687), ('F', 0.002258), ('E', 3.7e-05), ('G', 1.7e-05)]"
