trial,deck,gain,loss,probabilities
1,A,100,0,"[('A', 0.560156), ('B', 0.214999), ('D', 0.159538), ('C', 0.065307)]"
2,B,100,0,"[('B', 0.671341), ('A', 0.2699), ('D', 0.030941), ('C', 0.027818)]"
3,A,120,0,"[('C', 0.347596), ('B', 0.294012), ('A', 0.274183), ('D', 0.084208)]"
4,B,80,0,"[('C', 0.355467), ('B', 0.348187), ('D', 0.150885), ('A', 0.145461)]"
5,D,50,0,"[('C', 0.740989), ('D', 0.119797), ('B', 0.092329), ('A', 0.046885)]"
6,D,40,0,"[('C', 0.400028), ('D', 0.375139), ('B', 0.179966), ('A', 0.044867)]"
7,B,110,0,"[('D', 0.707473), ('C', 0.244623), ('B', 0.030189), ('A', 0.017716)]"
8,B,120,0,"[('B', 0.488026), ('C', 0.368761), ('D', 0.100418), ('A', 0.042795)]"
9,B,90,0,"[('B', 0.688828), ('D', 0.155943), ('C', 0.128589), ('A', 0.02664)]"
10,B,100,0,"[('B', 0.633618), ('C', 0.157309), ('D', 0.155068), ('A', 0.054006)]"
11,C,50,0,"[('B', 0.757059), ('D', 0.129037), ('C', 0.07022), ('A', 0.043684)]"
12,C,60,0,"[('C', 0.910104), ('D', 0.067216), ('B', 0.015417), ('A', 0.007263)]"
13,C,40,50,"[('C', 0.979348), ('D', 0.015942), ('B', 0.00382), ('A', 0.00089)]"
14,A,80,150,"[('C', 0.418945), ('B', 0.29918), ('D', 0.238538), ('A', 0.043336)]"
15,D,45,0,"[('B', 0.672447), ('C', 0.144421), ('A', 0.131735), ('D', 0.051397)]"
16,D,45,0,"[('D', 0.931367), ('B', 0.041721), ('C', 0.023724), ('A', 0.003188)]"
17,D,55,0,"[('D', 0.66597), ('A', 0.164613), ('B', 0.102083), ('C', 0.067334)]"
18,D,60,0,"[('D', 0.953492), ('B', 0.022862), ('C', 0.014807), ('A', 0.00884)]"
19,D,40,0,"[('D', 0.978), ('B', 0.010791), ('C', 0.009624), ('A', 0.001584)]"
20,D,55,0,"[('D', 0.958853), ('B', 0.016429), ('C', 0.013844), ('A', 0.010874)]"
21,C,55,0,"[('D', 0.973309), ('B', 0.015947), ('C', 0.008108), ('A', 0.002636)]"
22,C,55,50,"[('C', 0.974931), ('D', 0.011868), ('B', 0.010035), ('A', 0.003166)]"
23,C,45,0,"[('C', 0.707541), ('A', 0.22248), ('B', 0.041931), ('D', 0.028048)]"
24,C,50,50,"[('C', 0.983002), ('D', 0.009542), ('B', 0.005379), ('A', 0.002076)]"
25,B,90,0,"[('C', 0.87188), ('A', 0.078998), ('D', 0.025137), ('B', 0.023984)]"
26,B,120,0,"[('B', 0.989369), ('A', 0.007402), ('D', 0.001763), ('C', 0.001466)]"
27,B,110,1250,"[('B', 0.998046), ('A', 0.001458), ('C', 0.000419), ('D', 7.7e-05)]"
28,D,50,0,"[('A', 0.481998), ('C', 0.321556), ('D', 0.115444), ('B', 0.081002)]"
29,D,60,250,"[('D', 0.964327), ('C', 0.015967), ('A', 0.015719), ('B', 0.003988)]"
30,B,80,0,"[('A', 0.545553), ('D', 0.194535), ('C', 0.157017), ('B', 0.102895)]"
31,B,110,0,"[('B', 0.845167), ('A', 0.114174), ('C', 0.02525), ('D', 0.015409)]"
32,B,100,0,"[('B', 0.987082), ('C', 0.00542), ('D', 0.004077), ('A', 0.003421)]"
33,B,90,0,"[('B', 0.871144), ('A', 0.091667), ('C', 0.028325), ('D', 0.008865)]"
34,B,130,1500,"[('B', 0.97295), ('C', 0.015416), ('D', 0.007243), ('A', 0.004391)]"
35,C,45,0,"[('D', 0.359962), ('A', 0.345615), ('C', 0.281464), ('B', 0.01296)]"
36,C,60,50,"[('C', 0.960534), ('D', 0.020971), ('A', 0.016391), ('B', 0.002104)]"
37,A,90,0,"[('C', 0.77722), ('A', 0.190015), ('B', 0.024983), ('D', 0.007782)]"
38,A,110,300,"[('A', 0.948854), ('B', 0.022699), ('C', 0.016176), ('D', 0.012271)]"
39,C,40,50,"[('C', 0.421275), ('B', 0.293586), ('A', 0.149812), ('D', 0.135326)]"
40,C,55,0,"[('A', 0.722813), ('C', 0.244441), ('D', 0.020132), ('B', 0.012614)]"
41,D,55,0,"[('C', 0.94665), ('D', 0.049767), ('B', 0.002013), ('A', 0.001571)]"
42,D,40,0,"[('D', 0.981662), ('C', 0.017716), ('A', 0.000444), ('B', 0.000178)]"
43,A,100,0,"[('D', 0.979872), ('C', 0.016623), ('A', 0.002437), ('B', 0.001069)]"
44,D,60,0,"[('A', 0.960171), ('B', 0.026433), ('C', 0.011502), ('D', 0.001894)]"
45,B,120,0,"[('D', 0.722483), ('C', 0.137592), ('B', 0.103788), ('A', 0.036138)]"
46,B,130,0,"[('B', 0.916102), ('A', 0.071857), ('C', 0.010176), ('D', 0.001865)]"
47,B,110,0,"[('B', 0.972922), ('A', 0.018942), ('D', 0.004127), ('C', 0.004009)]"
48,B,90,0,"[('B', 0.919239), ('A', 0.063487), ('C', 0.008784), ('D', 0.00849)]"
49,A,80,200,"[('B', 0.584137), ('A', 0.242894), ('C', 0.099121), ('D', 0.073848)]"
50,C,55,25,"[('C', 0.808189), ('A', 0.110397), ('B', 0.042705), ('D', 0.038709)]"
51,C,65,75,"[('C', 0.830745), ('A', 0.10613), ('D', 0.044735), ('B', 0.01839)]"
52,C,45,0,"[('A', 0.50938), ('C', 0.457917), ('B', 0.020887), ('D', 0.011815)]"
53,C,70,25,"[('C', 0.852905), ('D', 0.12374), ('A', 0.018867), ('B', 0.004489)]"
54,C,40,0,"[('C', 0.945787), ('D', 0.045551), ('A', 0.006082), ('B', 0.00258)]"
55,A,120,0,"[('C', 0.798719), ('A', 0.139442), ('D', 0.060384), ('B', 0.001455)]"
56,B,100,0,"[('A', 0.67248), ('B', 0.321441), ('D', 0.005142), ('C', 0.000937)]"
57,B,120,0,"[('B', 0.978405), ('A', 0.010517), ('D', 0.008383), ('C', 0.002696)]"
58,B,120,1750,"[('B', 0.966487), ('A', 0.02319), ('D', 0.007849), ('C', 0.002474)]"
59,C,50,25,"[('C', 0.853192), ('D', 0.079273), ('A', 0.066516), ('B', 0.001019)]"
60,C,60,75,"[('C', 0.736186), ('A', 0.249729), ('D', 0.010131), ('B', 0.003955)]"
61,C,70,0,"[('C', 0.545249), ('A', 0.444443), ('B', 0.007308), ('D', 0.003001)]"
62,A,110,250,"[('C', 0.890596), ('A', 0.085734), ('B', 0.012234), ('D', 0.011436)]"
63,C,40,50,"[('C', 0.848007), ('A', 0.075274), ('D', 0.045034), ('B', 0.031685)]"
64,A,90,350,"[('A', 0.636447), ('C', 0.353103), ('D', 0.006883), ('B', 0.003568)]"
