trial,deck,gain,loss,probabilities
1,A,100,0,"[('A', 0.578401), ('B', 0.203463), ('D', 0.142153), ('C', 0.075983)]"
2,B,100,0,"[('B', 0.570796), ('A', 0.399229), ('D', 0.020086), ('C', 0.00989)]"
3,C,50,0,"[('C', 0.314959), ('A', 0.291401), ('B', 0.273566), ('D', 0.120073)]"
4,D,50,0,"[('D', 0.679996), ('C', 0.178011), ('B', 0.084173), ('A', 0.05782)]"
5,C,60,0,"[('B', 0.323969), ('C', 0.272065), ('D', 0.242769), ('A', 0.161197)]"
6,B,80,0,"[('C', 0.595866), ('D', 0.230123), ('B', 0.122531), ('A', 0.051479)]"
7,C,40,50,"[('C', 0.374603), ('A', 0.278706), ('D', 0.179111), ('B', 0.16758)]"
8,B,110,0,"[('B', 0.381843), ('D', 0.252639), ('C', 0.208368), ('A', 0.157151)]"
9,C,55,0,"[('C', 0.450027), ('B', 0.364919), ('D', 0.099164), ('A', 0.085891)]"
10,D,40,0,"[('D', 0.627595), ('B', 0.198123), ('C', 0.15978), ('A', 0.014501)]"
11,A,120,0,"[('C', 0.751818), ('B', 0.119412), ('D', 0.085263), ('A', 0.043507)]"
12,C,55,50,"[('C', 0.627671), ('B', 0.305135), ('D', 0.043568), ('A', 0.023626)]"
13,B,120,0,"[('B', 0.643617), ('A', 0.210613), ('D', 0.096167), ('C', 0.049603)]"
14,A,80,150,"[('C', 0.940886), ('A', 0.029135), ('D', 0.025444), ('B', 0.004536)]"
15,C,45,0,"[('B', 0.660168), ('C', 0.247275), ('A', 0.073203), ('D', 0.019354)]"
16,D,45,0,"[('D', 0.631025), ('B', 0.31312), ('A', 0.028529), ('C', 0.027327)]"
17,C,50,50,"[('C', 0.507274), ('A', 0.413545), ('B', 0.07751), ('D', 0.00167)]"
18,B,90,0,"[('B', 0.888176), ('A', 0.079082), ('D', 0.02772), ('C', 0.005022)]"
19,C,45,0,"[('C', 0.596234), ('A', 0.366985), ('D', 0.021553), ('B', 0.015228)]"
20,D,45,0,"[('D', 0.996699), ('A', 0.002861), ('B', 0.000349), ('C', 9.1e-05)]"
21,D,55,0,"[('C', 0.729041), ('A', 0.252697), ('B', 0.014469), ('D', 0.003792)]"
22,D,60,0,"[('C', 0.520043), ('D', 0.286742), ('A', 0.148148), ('B', 0.045066)]"
23,D,40,0,"[('D', 0.787597), ('C', 0.101839), ('A', 0.091553), ('B', 0.019011)]"
24,D,55,0,"[('D', 0.719583), ('A', 0.142197), ('C', 0.125408), ('B', 0.012813)]"
