trial,deck,gain,loss,probabilities
1,A,100,0,"[('A', 0.560156), ('B', 0.214999), ('D', 0.159538), ('C', 0.065307)]"
2,A,120,0,"[('A', 0.426276), ('B', 0.417095), ('C', 0.107425), ('D', 0.049204)]"
3,B,100,0,"[('A', 0.940623), ('B', 0.054826), ('C', 0.002584), ('D', 0.001967)]"
4,B,80,0,"[('B', 0.340161), ('D', 0.310686), ('C', 0.291595), ('A', 0.057558)]"
5,C,50,0,"[('B', 0.439538), ('C', 0.361957), ('D', 0.154618), ('A', 0.043886)]"
6,C,60,0,"[('C', 0.734539), ('D', 0.229776), ('B', 0.027098), ('A', 0.008587)]"
7,C,40,50,"[('C', 0.546617), ('D', 0.419407), ('A', 0.017055), ('B', 0.016921)]"
8,D,50,0,"[('C', 0.61754), ('D', 0.298518), ('B', 0.047913), ('A', 0.036028)]"
9,D,40,0,"[('D', 0.99897), ('C', 0.000607), ('B', 0.000311), ('A', 0.000112)]"
10,D,45,0,"[('D', 0.989954), ('C', 0.007365), ('B', 0.002253), ('A', 0.000428)]"
11,D,45,0,"[('D', 0.932429), ('C', 0.041412), ('A', 0.0135), ('B', 0.012658)]"
12,D,55,0,"[('D', 0.981648), ('C', 0.011901), ('B', 0.004994), ('A', 0.001457)]"
13,D,60,0,"[('D', 0.977787), ('C', 0.014005), ('B', 0.006752), ('A', 0.001457)]"
14,D,40,0,"[('D', 0.989161), ('C', 0.00394), ('B', 0.003512), ('A', 0.003386)]"
15,D,55,0,"[('D', 0.993609), ('C', 0.005034), ('B', 0.000822), ('A', 0.000534)]"
16,C,55,0,"[('D', 0.986384), ('C', 0.004874), ('A', 0.004492), ('B', 0.004251)]"
17,D,50,0,"[('C', 0.932256), ('D', 0.027508), ('B', 0.022645), ('A', 0.017591)]"
18,D,60,250,"[('D', 0.70995), ('C', 0.276116), ('B', 0.007616), ('A', 0.006318)]"
19,C,55,50,"[('D', 0.385525), ('C', 0.351051), ('A', 0.149126), ('B', 0.114298)]"
20,C,45,0,"[('C', 0.867966), ('D', 0.094764), ('A', 0.022009), ('B', 0.015262)]"
