trial,deck,gain,loss,probabilities
1,A,100,0,"[('A', 0.646898), ('B', 0.235797), ('D', 0.064718), ('C', 0.052587)]"
2,B,100,0,"[('B', 0.554403), ('A', 0.423076), ('D', 0.015498), ('C', 0.007023)]"
3,D,50,0,"[('C', 0.347596), ('B', 0.294012), ('A', 0.274183), ('D', 0.084208)]"
4,B,80,0,"[('C', 0.60156), ('D', 0.150938), ('B', 0.128557), ('A', 0.118945)]"
5,B,110,0,"[('C', 0.557472), ('D', 0.198496), ('A', 0.154465), ('B', 0.089567)]"
6,B,120,0,"[('C', 0.380182), ('D', 0.256619), ('B', 0.229465), ('A', 0.133734)]"
7,C,50,0,"[('C', 0.415851), ('B', 0.404918), ('D', 0.134451), ('A', 0.044781)]"
8,C,60,0,"[('C', 0.88815), ('D', 0.076002), ('B', 0.020224), ('A', 0.015624)]"
9,D,40,0,"[('C', 0.906805), ('D', 0.076713), ('B', 0.01201), ('A', 0.004471)]"
10,D,45,0,"[('D', 0.736262), ('C', 0.1195), ('B', 0.072783), ('A', 0.071455)]"
11,B,90,0,"[('D', 0.95335), ('B', 0.023503), ('C', 0.018615), ('A', 0.004531)]"
12,B,100,0,"[('B', 0.970206), ('D', 0.017208), ('C', 0.011115), ('A', 0.00147)]"
13,C,40,50,"[('B', 0.941945), ('A', 0.031337), ('C', 0.01687), ('D', 0.009848)]"
14,C,55,0,"[('B', 0.456733), ('C', 0.261285), ('D', 0.216241), ('A', 0.06574)]"
15,A,120,0,"[('C', 0.859599), ('D', 0.084608), ('B', 0.04167), ('A', 0.014123)]"
16,A,80,150,"[('A', 0.834422), ('D', 0.100288), ('B', 0.035778), ('C', 0.029512)]"
17,B,90,0,"[('C', 0.428237), ('A', 0.273253), ('B', 0.221615), ('D', 0.076895)]"
18,B,120,0,"[('B', 0.850178), ('C', 0.079954), ('D', 0.050898), ('A', 0.01897)]"
19,D,45,0,"[('B', 0.928496), ('A', 0.028625), ('D', 0.021472), ('C', 0.021407)]"
20,D,55,0,"[('D', 0.773787), ('B', 0.095497), ('A', 0.073147), ('C', 0.057569)]"
21,C,55,50,"[('D', 0.682183), ('B', 0.152017), ('C', 0.097596), ('A', 0.068203)]"
22,C,45,0,"[('C', 0.907242), ('A', 0.041407), ('B', 0.028288), ('D', 0.023062)]"
23,C,50,50,"[('C', 0.835227), ('D', 0.111923), ('A', 0.037641), ('B', 0.01521)]"
24,A,90,0,"[('C', 0.86654), ('A', 0.072084), ('B', 0.057), ('D', 0.004375)]"
25,A,110,300,"[('A', 0.988685), ('B', 0.009959), ('C', 0.00078), ('D', 0.000576)]"
26,C,45,0,"[('B', 0.696206), ('A', 0.16258), ('C', 0.128268), ('D', 0.012945)]"
27,C,60,50,"[('C', 0.89275), ('D', 0.054227), ('A', 0.044115), ('B', 0.008909)]"
28,D,60,0,"[('C', 0.919937), ('D', 0.05311), ('A', 0.016107), ('B', 0.010845)]"
29,D,40,0,"[('D', 0.901208), ('B', 0.061634), ('A', 0.030361), ('C', 0.006796)]"
30,B,110,1250,"[('D', 0.655019), ('B', 0.176592), ('A', 0.14128), ('C', 0.027108)]"
31,C,40,50,"[('C', 0.630005), ('A', 0.232515), ('B', 0.115135), ('D', 0.022345)]"
32,C,55,0,"[('C', 0.827249), ('A', 0.132568), ('D', 0.027509), ('B', 0.012674)]"
33,D,55,0,"[('C', 0.644911), ('A', 0.268071), ('D', 0.070345), ('B', 0.016672)]"
34,A,100,0,"[('C', 0.606922), ('D', 0.253323), ('A', 0.081797), ('B', 0.057957)]"
35,A,80,200,"[('A', 0.996071), ('B', 0.002947), ('D', 0.000551), ('C', 0.000431)]"
36,C,55,25,"[('C', 0.538517), ('B', 0.401541), ('A', 0.053277), ('D', 0.006665)]"
37,C,65,75,"[('C', 0.945409), ('A', 0.019971), ('B', 0.017628), ('D', 0.016992)]"
38,C,45,0,"[('C', 0.655269), ('D', 0.184236), ('A', 0.134883), ('B', 0.025612)]"
39,C,70,25,"[('C', 0.735923), ('A', 0.127436), ('D', 0.093382), ('B', 0.043259)]"
40,C,40,0,"[('C', 0.874678), ('D', 0.109104), ('B', 0.010983), ('A', 0.005235)]"
41,A,120,0,"[('B', 0.354382), ('C', 0.252445), ('A', 0.231302), ('D', 0.161871)]"
42,A,110,250,"[('A', 0.995369), ('D', 0.0018), ('B', 0.001421), ('C', 0.00141)]"
43,A,90,350,"[('C', 0.952431), ('A', 0.024508), ('B', 0.018281), ('D', 0.00478)]"
44,C,50,25,"[('C', 0.804552), ('A', 0.144562), ('B', 0.037522), ('D', 0.013363)]"
45,C,60,75,"[('C', 0.971517), ('D', 0.018075), ('A', 0.005583), ('B', 0.004824)]"
46,C,70,0,"[('C', 0.884327), ('A', 0.055257), ('D', 0.043053), ('B', 0.017362)]"
47,D,50,0,"[('D', 0.879734), ('C', 0.064028), ('A', 0.043475), ('B', 0.012763)]"
48,A,110,0,"[('B', 0.799464), ('A', 0.112579), ('D', 0.085347), ('C', 0.002609)]"
49,A,130,350,"[('A', 0.999472), ('B', 0.000282), ('C', 0.000207), ('D', 4e-05)]"
50,C,40,50,"[('C', 0.904106), ('A', 0.076608), ('D', 0.010075), ('B', 0.009211)]"
51,C,60,0,"[('C', 0.984177), ('A', 0.008688), ('D', 0.005363), ('B', 0.001772)]"
52,D,60,250,"[('D', 0.983302), ('C', 0.010778), ('B', 0.003059), ('A', 0.002861)]"
53,A,90,0,"[('C', 0.874674), ('A', 0.114169), ('B', 0.009678), ('D', 0.001478)]"
54,A,100,250,"[('A', 0.976395), ('B', 0.019361), ('C', 0.003144), ('D', 0.0011)]"
55,C,65,25,"[('A', 0.513532), ('C', 0.477902), ('B', 0.007285), ('D', 0.00128)]"
56,C,55,0,"[('C', 0.984061), ('D', 0.011544), ('A', 0.002978), ('B', 0.001417)]"
57,D,55,0,"[('D', 0.996591), ('C', 0.001529), ('A', 0.001242), ('B', 0.000637)]"
58,A,120,200,"[('A', 0.904834), ('D', 0.059174), ('C', 0.02708), ('B', 0.008911)]"
59,C,80,50,"[('C', 0.544332), ('A', 0.444196), ('D', 0.006877), ('B', 0.004595)]"
60,C,40,25,"[('C', 0.949607), ('A', 0.032915), ('D', 0.013007), ('B', 0.004471)]"
61,C,60,50,"[('C', 0.886611), ('D', 0.077285), ('A', 0.029621), ('B', 0.006483)]"
62,D,40,0,"[('C', 0.682089), ('D', 0.310672), ('A', 0.003655), ('B', 0.003584)]"
63,A,110,0,"[('A', 0.965453), ('B', 0.021142), ('D', 0.010959), ('C', 0.002446)]"
64,A,90,300,"[('A', 0.998886), ('C', 0.000868), ('B', 0.000159), ('D', 8.7e-05)]"
65,C,55,0,"[('C', 0.99386), ('A', 0.004016), ('B', 0.001529), ('D', 0.000594)]"
66,D,60,0,"[('D', 0.964028), ('C', 0.01721), ('A', 0.013451), ('B', 0.005311)]"
67,D,40,0,"[('D', 0.946251), ('A', 0.042442), ('B', 0.007718), ('C', 0.003588)]"
68,A,130,150,"[('A', 0.948089), ('B', 0.036812), ('C', 0.012576), ('D', 0.002524)]"
69,A,120,250,"[('C', 0.949906), ('A', 0.046507), ('D', 0.002478), ('B', 0.001108)]"
70,C,65,25,"[('C', 0.97748), ('A', 0.020609), ('D', 0.000993), ('B', 0.000919)]"
71,C,40,75,"[('C', 0.99335), ('D', 0.004865), ('B', 0.001036), ('A', 0.000748)]"
72,C,80,50,"[('C', 0.769248), ('A', 0.213833), ('D', 0.01357), ('B', 0.003349)]"
73,D,45,0,"[('C', 0.529282), ('D', 0.41786), ('B', 0.028862), ('A', 0.023996)]"
74,C,65,25,"[('A', 0.926989), ('D', 0.057846), ('B', 0.013567), ('C', 0.001599)]"
75,C,75,0,"[('D', 0.621757), ('C', 0.376988), ('B', 0.000833), ('A', 0.000422)]"
76,D,55,0,"[('D', 0.998985), ('A', 0.000703), ('B', 0.000194), ('C', 0.000118)]"
77,A,100,0,"[('A', 0.996579), ('D', 0.002229), ('B', 0.001067), ('C', 0.000125)]"
78,A,120,250,"[('A', 0.999881), ('C', 8.3e-05), ('D', 2.3e-05), ('B', 1.4e-05)]"
79,C,55,25,"[('C', 0.966327), ('A', 0.03282), ('B', 0.000784), ('D', 6.9e-05)]"
80,C,60,25,"[('C', 0.564404), ('D', 0.430675), ('B', 0.002592), ('A', 0.002328)]"
81,D,65,0,"[('D', 0.913215), ('C', 0.086569), ('B', 0.000111), ('A', 0.000105)]"
82,A,140,300,"[('D', 0.91992), ('A', 0.07293), ('B', 0.006891), ('C', 0.00026)]"
83,C,70,25,"[('C', 0.902184), ('A', 0.095748), ('B', 0.001802), ('D', 0.000267)]"
84,C,65,0,"[('C', 0.982243), ('D', 0.017366), ('B', 0.000347), ('A', 4.3e-05)]"
85,D,70,0,"[('D', 0.998972), ('B', 0.000495), ('A', 0.000276), ('C', 0.000257)]"
86,D,50,0,"[('D', 0.563633), ('A', 0.402337), ('B', 0.033129), ('C', 0.000902)]"
87,A,110,0,"[('A', 0.990759), ('C', 0.004195), ('B', 0.003462), ('D', 0.001584)]"
88,A,110,350,"[('A', 0.999982), ('C', 1.1e-05), ('B', 6e-06), ('D', 1e-06)]"
89,C,55,75,"[('C', 0.98847), ('A', 0.007999), ('B', 0.002683), ('D', 0.000847)]"
90,C,75,25,"[('C', 0.97159), ('A', 0.015704), ('D', 0.008425), ('B', 0.004281)]"
91,D,70,275,"[('C', 0.854648), ('D', 0.144922), ('B', 0.000383), ('A', 4.7e-05)]"
92,B,80,0,"[('C', 0.578704), ('A', 0.413875), ('B', 0.006887), ('D', 0.000535)]"
93,B,110,0,"[('B', 0.961612), ('D', 0.03278), ('C', 0.002881), ('A', 0.002727)]"
94,B,100,0,"[('A', 0.564358), ('B', 0.433085), ('D', 0.001474), ('C', 0.001084)]"
95,B,90,0,"[('A', 0.81811), ('B', 0.173387), ('C', 0.005654), ('D', 0.002849)]"
96,B,130,1500,"[('B', 0.967535), ('D', 0.022384), ('A', 0.00767), ('C', 0.002411)]"
97,C,45,50,"[('C', 0.907519), ('A', 0.089099), ('B', 0.002339), ('D', 0.001043)]"
98,C,85,75,"[('C', 0.916585), ('A', 0.077256), ('D', 0.005711), ('B', 0.000447)]"
