trial,deck,gain,loss,probabilities
1,E,100,0,"[('E', 0.453832), ('G', 0.234023), ('H', 0.230126), ('F', 0.082019)]"
2,F,100,0,"[('G', 0.408537), ('F', 0.30693), ('H', 0.144473), ('E', 0.14006)]"
3,G,50,0,"[('G', 0.70103), ('H', 0.181191), ('E', 0.094589), ('F', 0.023189)]"
4,G,60,0,"[('H', 0.921392), ('G', 0.058421), ('F', 0.015378), ('E', 0.004808)]"
5,H,50,0,"[('H', 0.713091), ('G', 0.229596), ('F', 0.050755), ('E', 0.006558)]"
6,F,80,0,"[('H', 0.919773), ('E', 0.057445), ('F', 0.014081), ('G', 0.0087)]"
7,G,40,50,"[('H', 0.46406), ('G', 0.202143), ('F', 0.196181), ('E', 0.137616)]"
8,G,55,0,"[('H', 0.494798), ('G', 0.340417), ('F', 0.132257), ('E', 0.032527)]"
9,G,55,50,"[('H', 0.593384), ('G', 0.384118), ('F', 0.0189), ('E', 0.003598)]"
10,H,40,0,"[('G', 0.486081), ('H', 0.451408), ('F', 0.043301), ('E', 0.01921)]"
11,G,45,0,"[('H', 0.889561), ('F', 0.090035), ('G', 0.016286), ('E', 0.004118)]"
12,E,120,0,"[('H', 0.583737), ('G', 0.329934), ('F', 0.064629), ('E', 0.0217)]"
13,E,80,150,"[('E', 0.627432), ('H', 0.178198), ('F', 0.114255), ('G', 0.080115)]"
14,G,50,50,"[('E', 0.392001), ('H', 0.32011), ('G', 0.15669), ('F', 0.131199)]"
15,F,110,0,"[('H', 0.605553), ('G', 0.30141), ('F', 0.070358), ('E', 0.022678)]"
16,G,45,0,"[('H', 0.710902), ('G', 0.194792), ('F', 0.061094), ('E', 0.033212)]"
17,G,60,50,"[('H', 0.801465), ('G', 0.1669), ('E', 0.022672), ('F', 0.008963)]"
18,H,45,0,"[('H', 0.728965), ('G', 0.240631), ('F', 0.027543), ('E', 0.00286)]"
19,E,90,0,"[('H', 0.646927), ('G', 0.265456), ('F', 0.052306), ('E', 0.03531)]"
20,E,110,300,"[('E', 0.93956), ('H', 0.03755), ('F', 0.013071), ('G', 0.009819)]"
21,G,40,50,"[('H', 0.433202), ('G', 0.355802), ('F', 0.109306), ('E', 0.10169)]"
22,H,45,0,"[('H', 0.644136), ('G', 0.272896), ('F', 0.077458), ('E', 0.005511)]"
23,H,55,0,"[('H', 0.666048), ('E', 0.138887), ('G', 0.129851), ('F', 0.065214)]"
24,G,55,0,"[('H', 0.750233), ('G', 0.158486), ('F', 0.079703), ('E', 0.011578)]"
25,G,55,25,"[('G', 0.769568), ('H', 0.215765), ('F', 0.013608), ('E', 0.001059)]"
26,H,60,0,"[('H', 0.91323), ('G', 0.073877), ('F', 0.011825), ('E', 0.001067)]"
