trial,deck,gain,loss,probabilities
1,D,50,0,"[('A', 0.646898), ('B', 0.235797), ('D', 0.064718), ('C', 0.052587)]"
2,B,100,0,"[('B', 0.370102), ('C', 0.339754), ('A', 0.222969), ('D', 0.067176)]"
3,A,100,0,"[('D', 0.329705), ('C', 0.319439), ('A', 0.22554), ('B', 0.125316)]"
4,D,40,0,"[('C', 0.494609), ('D', 0.382379), ('B', 0.104927), ('A', 0.018086)]"
5,C,50,0,"[('C', 0.683353), ('D', 0.131905), ('B', 0.131795), ('A', 0.052948)]"
6,D,45,0,"[('C', 0.421251), ('D', 0.294876), ('B', 0.247274), ('A', 0.036599)]"
7,C,60,0,"[('C', 0.664748), ('B', 0.187318), ('D', 0.114572), ('A', 0.033362)]"
8,D,45,0,"[('D', 0.419618), ('C', 0.279053), ('B', 0.276949), ('A', 0.02438)]"
9,C,40,50,"[('C', 0.714603), ('B', 0.148959), ('A', 0.090086), ('D', 0.046351)]"
10,C,55,0,"[('C', 0.607933), ('D', 0.1677), ('B', 0.161445), ('A', 0.062921)]"
11,D,55,0,"[('C', 0.786543), ('D', 0.148664), ('B', 0.05284), ('A', 0.011953)]"
12,C,55,50,"[('C', 0.952228), ('B', 0.030002), ('A', 0.011182), ('D', 0.006588)]"
13,C,45,0,"[('C', 0.516004), ('D', 0.333022), ('A', 0.088189), ('B', 0.062785)]"
14,D,60,0,"[('D', 0.870132), ('C', 0.096088), ('A', 0.02483), ('B', 0.008949)]"
15,C,50,50,"[('C', 0.768657), ('A', 0.130563), ('B', 0.086708), ('D', 0.014072)]"
16,C,45,0,"[('C', 0.601848), ('D', 0.2956), ('A', 0.055065), ('B', 0.047488)]"
17,D,40,0,"[('D', 0.985769), ('A', 0.007813), ('C', 0.005171), ('B', 0.001247)]"
18,C,60,50,"[('C', 0.919205), ('A', 0.060559), ('B', 0.01663), ('D', 0.003607)]"
19,C,40,50,"[('C', 0.726201), ('D', 0.214845), ('A', 0.044106), ('B', 0.014848)]"
20,C,55,0,"[('C', 0.792211), ('D', 0.119822), ('A', 0.057957), ('B', 0.03001)]"
21,D,55,0,"[('D', 0.991448), ('A', 0.004241), ('C', 0.003292), ('B', 0.00102)]"
22,C,55,25,"[('C', 0.943671), ('A', 0.038889), ('D', 0.009244), ('B', 0.008196)]"
23,C,65,75,"[('C', 0.83505), ('D', 0.152411), ('A', 0.008902), ('B', 0.003637)]"
24,C,45,0,"[('C', 0.884335), ('A', 0.062585), ('D', 0.031766), ('B', 0.021314)]"
25,D,50,0,"[('D', 0.997345), ('C', 0.001804), ('A', 0.000753), ('B', 9.9e-05)]"
