trial,deck,gain,loss,probabilities
1,E,100,0,"[('E', 0.453832), ('G', 0.234023), ('H', 0.230126), ('F', 0.082019)]"
2,F,100,0,"[('G', 0.43868), ('F', 0.314056), ('H', 0.126855), ('E', 0.120409)]"
3,G,50,0,"[('G', 0.636448), ('H', 0.168951), ('E', 0.136266), ('F', 0.058334)]"
4,H,50,0,"[('H', 0.921392), ('G', 0.058421), ('F', 0.015378), ('E', 0.004808)]"
5,E,120,0,"[('H', 0.625356), ('E', 0.216452), ('G', 0.099228), ('F', 0.058963)]"
6,F,80,0,"[('F', 0.394837), ('G', 0.287822), ('H', 0.211251), ('E', 0.106091)]"
7,H,40,0,"[('G', 0.688186), ('H', 0.29444), ('E', 0.014996), ('F', 0.002377)]"
8,E,80,150,"[('E', 0.522502), ('H', 0.23714), ('G', 0.183959), ('F', 0.056398)]"
9,H,45,0,"[('H', 0.455014), ('F', 0.37946), ('G', 0.126222), ('E', 0.039304)]"
10,E,90,0,"[('F', 0.392693), ('E', 0.343922), ('H', 0.208373), ('G', 0.055012)]"
11,G,60,0,"[('F', 0.504227), ('H', 0.428579), ('G', 0.066438), ('E', 0.000757)]"
12,H,45,0,"[('H', 0.701145), ('F', 0.253961), ('E', 0.042535), ('G', 0.002358)]"
13,E,110,300,"[('E', 0.912432), ('F', 0.043032), ('H', 0.037301), ('G', 0.007234)]"
14,F,110,0,"[('H', 0.927319), ('F', 0.05276), ('G', 0.019658), ('E', 0.000262)]"
15,H,55,0,"[('H', 0.940133), ('G', 0.052529), ('F', 0.006548), ('E', 0.000789)]"
16,E,100,0,"[('E', 0.980211), ('H', 0.011564), ('F', 0.004121), ('G', 0.004104)]"
17,G,40,50,"[('G', 0.823982), ('F', 0.099598), ('H', 0.076383), ('E', 3.6e-05)]"
18,H,60,0,"[('H', 0.981833), ('E', 0.009046), ('F', 0.008214), ('G', 0.000907)]"
19,E,80,200,"[('E', 0.995445), ('F', 0.003268), ('H', 0.00122), ('G', 6.7e-05)]"
20,F,120,0,"[('F', 0.925085), ('H', 0.071113), ('G', 0.003714), ('E', 8.8e-05)]"
21,H,40,0,"[('H', 0.996274), ('G', 0.003603), ('E', 9.8e-05), ('F', 2.4e-05)]"
22,E,120,0,"[('E', 0.997392), ('H', 0.002227), ('G', 0.000283), ('F', 9.8e-05)]"
23,G,55,0,"[('G', 0.975977), ('F', 0.018201), ('H', 0.005818), ('E', 5e-06)]"
24,H,55,0,"[('H', 0.999957), ('E', 3.1e-05), ('F', 1.1e-05), ('G', 1e-06)]"
25,E,110,250,"[('E', 0.998681), ('H', 0.000832), ('F', 0.000466), ('G', 2.1e-05)]"
26,H,50,0,"[('F', 0.98592), ('H', 0.013606), ('G', 0.00044), ('E', 3.4e-05)]"
27,E,90,350,"[('E', 0.938347), ('F', 0.058997), ('H', 0.002272), ('G', 0.000384)]"
28,F,90,0,"[('F', 0.982947), ('H', 0.015087), ('G', 0.001889), ('E', 7.8e-05)]"
29,H,60,250,"[('H', 0.999169), ('G', 0.000633), ('F', 0.000146), ('E', 5.2e-05)]"
30,E,110,0,"[('E', 0.748817), ('H', 0.220729), ('F', 0.024684), ('G', 0.005769)]"
31,G,55,50,"[('G', 0.998705), ('F', 0.001073), ('H', 0.00022), ('E', 1e-06)]"
32,H,55,0,"[('H', 0.996916), ('E', 0.002231), ('F', 0.000538), ('G', 0.000314)]"
33,E,130,350,"[('E', 0.99985), ('H', 8.2e-05), ('F', 6.1e-05), ('G', 7e-06)]"
34,F,100,0,"[('F', 0.998417), ('H', 0.001501), ('G', 7.3e-05), ('E', 9e-06)]"
35,H,40,0,"[('H', 0.999763), ('G', 0.000174), ('E', 6e-05), ('F', 3e-06)]"
36,E,90,0,"[('E', 0.999753), ('H', 0.000178), ('G', 4.7e-05), ('F', 2.2e-05)]"
37,G,45,0,"[('G', 0.99937), ('H', 0.000352), ('F', 0.000273), ('E', 5e-06)]"
38,H,60,0,"[('H', 0.999963), ('E', 3.3e-05), ('F', 3e-06), ('G', 1e-06)]"
39,E,100,250,"[('E', 0.999843), ('H', 0.000137), ('F', 1.3e-05), ('G', 6e-06)]"
40,F,90,0,"[('F', 0.999016), ('H', 0.000944), ('G', 3.5e-05), ('E', 5e-06)]"
41,H,40,0,"[('H', 0.999996), ('G', 2e-06), ('E', 2e-06), ('F', 0.0)]"
42,E,120,200,"[('E', 0.999985), ('G', 6e-06), ('F', 5e-06), ('H', 4e-06)]"
43,F,120,0,"[('F', 0.98503), ('H', 0.009958), ('G', 0.004997), ('E', 1.5e-05)]"
44,H,45,0,"[('H', 0.999985), ('G', 1.4e-05), ('E', 1e-06), ('F', 0.0)]"
45,E,110,0,"[('E', 0.999976), ('G', 1.3e-05), ('H', 8e-06), ('F', 4e-06)]"
46,G,50,50,"[('G', 0.999996), ('H', 3e-06), ('F', 1e-06), ('E', 0.0)]"
47,H,55,0,"[('H', 0.999812), ('E', 0.000169), ('G', 1e-05), ('F', 9e-06)]"
48,E,90,300,"[('E', 0.999966), ('H', 2.2e-05), ('F', 1e-05), ('G', 2e-06)]"
49,F,110,1250,"[('F', 0.999987), ('H', 9e-06), ('G', 4e-06), ('E', 0.0)]"
50,H,65,0,"[('H', 0.522172), ('E', 0.371053), ('F', 0.054775), ('G', 0.052001)]"
51,E,130,150,"[('E', 0.943678), ('H', 0.040813), ('F', 0.011595), ('G', 0.003914)]"
52,F,80,0,"[('F', 0.934308), ('G', 0.041362), ('H', 0.02403), ('E', 0.000299)]"
53,E,120,250,"[('H', 0.997475), ('G', 0.002174), ('E', 0.000333), ('F', 1.8e-05)]"
54,F,110,0,"[('F', 0.987292), ('H', 0.009089), ('G', 0.003512), ('E', 0.000107)]"
55,H,70,0,"[('H', 0.957817), ('G', 0.041361), ('E', 0.000799), ('F', 2.3e-05)]"
56,E,100,0,"[('E', 0.999748), ('H', 0.000185), ('G', 5.3e-05), ('F', 1.4e-05)]"
57,G,45,0,"[('G', 0.999631), ('F', 0.000349), ('H', 1.9e-05), ('E', 1e-06)]"
58,H,50,0,"[('H', 0.999793), ('E', 0.000199), ('F', 6e-06), ('G', 1e-06)]"
59,E,120,250,"[('E', 0.999923), ('H', 5.8e-05), ('F', 1e-05), ('G', 8e-06)]"
60,F,100,0,"[('F', 0.999999), ('H', 0.0), ('G', 0.0), ('E', 0.0)]"
61,H,70,275,"[('H', 0.999992), ('E', 5e-06), ('G', 2e-06), ('F', 0.0)]"
62,E,140,300,"[('E', 0.990102), ('F', 0.009568), ('H', 0.000284), ('G', 4.7e-05)]"
63,F,90,0,"[('F', 0.998875), ('H', 0.0007), ('G', 0.000412), ('E', 1.3e-05)]"
64,H,60,0,"[('H', 0.993229), ('E', 0.005871), ('G', 0.000891), ('F', 9e-06)]"
65,E,110,0,"[('E', 0.999985), ('G', 6e-06), ('H', 6e-06), ('F', 2e-06)]"
66,G,60,50,"[('G', 0.999935), ('F', 5e-05), ('H', 1.5e-05), ('E', 0.0)]"
67,H,55,0,"[('H', 0.999653), ('E', 0.000302), ('G', 3.6e-05), ('F', 9e-06)]"
68,E,110,350,"[('E', 0.999979), ('F', 1.3e-05), ('H', 6e-06), ('G', 2e-06)]"
69,F,130,1500,"[('F', 0.999999), ('H', 0.0), ('G', 0.0), ('E', 0.0)]"
70,H,65,0,"[('H', 0.998305), ('E', 0.001574), ('G', 8.3e-05), ('F', 3.8e-05)]"
71,E,100,0,"[('E', 0.999977), ('H', 1.5e-05), ('F', 6e-06), ('G', 2e-06)]"
72,G,40,50,"[('G', 0.999273), ('F', 0.000714), ('H', 1.2e-05), ('E', 1e-06)]"
73,H,80,0,"[('H', 0.998303), ('E', 0.001451), ('G', 0.000131), ('F', 0.000114)]"
74,E,120,200,"[('E', 0.99994), ('F', 3.1e-05), ('H', 2.6e-05), ('G', 2e-06)]"
75,F,120,0,"[('F', 0.999999), ('G', 0.0), ('H', 0.0), ('E', 0.0)]"
