trial,deck,gain,loss,probabilities
1,G,50,0,"[('E', 0.418913), ('G', 0.290855), ('H', 0.20193), ('F', 0.088301)]"
2,F,100,0,"[('G', 0.467632), ('H', 0.309978), ('F', 0.155869), ('E', 0.066521)]"
3,E,100,0,"[('G', 0.527959), ('H', 0.316256), ('E', 0.130554), ('F', 0.025231)]"
4,H,50,0,"[('H', 0.739636), ('G', 0.216241), ('E', 0.033124), ('F', 0.010999)]"
5,H,40,0,"[('H', 0.385661), ('G', 0.336343), ('E', 0.154703), ('F', 0.123293)]"
6,E,120,0,"[('H', 0.568856), ('E', 0.175893), ('G', 0.165488), ('F', 0.089763)]"
7,E,80,150,"[('H', 0.571667), ('G', 0.164833), ('E', 0.133698), ('F', 0.129802)]"
8,G,60,0,"[('H', 0.558673), ('G', 0.278116), ('F', 0.108815), ('E', 0.054396)]"
9,F,80,0,"[('H', 0.53568), ('F', 0.254929), ('G', 0.157479), ('E', 0.051912)]"
10,H,45,0,"[('H', 0.68588), ('G', 0.161717), ('E', 0.127757), ('F', 0.024646)]"
11,E,90,0,"[('E', 0.502304), ('H', 0.309602), ('F', 0.122911), ('G', 0.065183)]"
12,H,45,0,"[('H', 0.864363), ('G', 0.072934), ('F', 0.06111), ('E', 0.001592)]"
13,E,110,300,"[('E', 0.433548), ('H', 0.275609), ('F', 0.212299), ('G', 0.078544)]"
14,G,40,50,"[('H', 0.600642), ('G', 0.257322), ('F', 0.14029), ('E', 0.001745)]"
15,H,55,0,"[('F', 0.477505), ('H', 0.369105), ('E', 0.101833), ('G', 0.051557)]"
16,H,60,0,"[('E', 0.712813), ('F', 0.157124), ('H', 0.109153), ('G', 0.020909)]"
17,H,40,0,"[('E', 0.455202), ('H', 0.313367), ('F', 0.163158), ('G', 0.068274)]"
18,E,100,0,"[('E', 0.527386), ('H', 0.346671), ('F', 0.085151), ('G', 0.040793)]"
19,H,55,0,"[('H', 0.561602), ('E', 0.326367), ('G', 0.076936), ('F', 0.035095)]"
20,H,50,0,"[('E', 0.547637), ('H', 0.250799), ('F', 0.144045), ('G', 0.057519)]"
21,E,80,200,"[('E', 0.605543), ('H', 0.264131), ('F', 0.099767), ('G', 0.030559)]"
22,G,55,0,"[('G', 0.894731), ('H', 0.083779), ('F', 0.020769), ('E', 0.000722)]"
23,F,110,0,"[('H', 0.510956), ('F', 0.417323), ('G', 0.038875), ('E', 0.032847)]"
24,F,120,0,"[('H', 0.962265), ('E', 0.022349), ('F', 0.009773), ('G', 0.005613)]"
25,H,60,250,"[('H', 0.941622), ('F', 0.03346), ('E', 0.017355), ('G', 0.007563)]"
26,H,55,0,"[('G', 0.79939), ('H', 0.145637), ('E', 0.027633), ('F', 0.027339)]"
27,E,120,0,"[('E', 0.656063), ('H', 0.318136), ('F', 0.015175), ('G', 0.010626)]"
28,E,110,250,"[('E', 0.66448), ('H', 0.315727), ('G', 0.01373), ('F', 0.006062)]"
29,G,55,50,"[('G', 0.954036), ('H', 0.042927), ('F', 0.002215), ('E', 0.000822)]"
30,H,40,0,"[('H', 0.895209), ('E', 0.051224), ('F', 0.03034), ('G', 0.023226)]"
31,E,90,350,"[('H', 0.686299), ('E', 0.298461), ('F', 0.013658), ('G', 0.001581)]"
32,G,45,0,"[('G', 0.979657), ('H', 0.01884), ('F', 0.00137), ('E', 0.000133)]"
33,F,90,0,"[('F', 0.639767), ('H', 0.312488), ('E', 0.043555), ('G', 0.00419)]"
34,H,60,0,"[('H', 0.992995), ('F', 0.005184), ('E', 0.001519), ('G', 0.000301)]"
35,H,40,0,"[('H', 0.994077), ('F', 0.002597), ('E', 0.002532), ('G', 0.000795)]"
36,E,110,0,"[('E', 0.999545), ('F', 0.000241), ('H', 0.000171), ('G', 4.3e-05)]"
37,F,100,0,"[('E', 0.967888), ('H', 0.028366), ('F', 0.002404), ('G', 0.001342)]"
38,H,45,0,"[('H', 0.986477), ('F', 0.010833), ('G', 0.001624), ('E', 0.001067)]"
39,H,55,0,"[('H', 0.918256), ('E', 0.080552), ('F', 0.001097), ('G', 9.4e-05)]"
40,F,90,0,"[('E', 0.997388), ('H', 0.001827), ('F', 0.000677), ('G', 0.000107)]"
