trial,deck,gain,loss,probabilities
1,D,50,0,"[('A', 0.560156), ('B', 0.214999), ('D', 0.159538), ('C', 0.065307)]"
2,A,100,0,"[('B', 0.370102), ('C', 0.339754), ('A', 0.222969), ('D', 0.067176)]"
3,D,40,0,"[('C', 0.367868), ('A', 0.26822), ('D', 0.226869), ('B', 0.137043)]"
4,D,45,0,"[('C', 0.407438), ('D', 0.313148), ('B', 0.171076), ('A', 0.108338)]"
5,B,100,0,"[('D', 0.462136), ('C', 0.362016), ('B', 0.111419), ('A', 0.064428)]"
6,C,50,0,"[('C', 0.476574), ('B', 0.387287), ('D', 0.093217), ('A', 0.042922)]"
7,B,80,0,"[('C', 0.55888), ('B', 0.200756), ('D', 0.188405), ('A', 0.051959)]"
8,A,120,0,"[('B', 0.39553), ('C', 0.311019), ('D', 0.243014), ('A', 0.050436)]"
9,C,60,0,"[('C', 0.370827), ('D', 0.283337), ('B', 0.247424), ('A', 0.098412)]"
10,C,40,50,"[('C', 0.836072), ('D', 0.102756), ('B', 0.05292), ('A', 0.008253)]"
11,C,55,0,"[('C', 0.337025), ('B', 0.313085), ('A', 0.202362), ('D', 0.147528)]"
12,D,45,0,"[('C', 0.722547), ('D', 0.171505), ('B', 0.092446), ('A', 0.013502)]"
13,A,80,150,"[('D', 0.480733), ('B', 0.325325), ('C', 0.101999), ('A', 0.091943)]"
14,C,55,50,"[('C', 0.741666), ('B', 0.124804), ('A', 0.066981), ('D', 0.066549)]"
15,C,45,0,"[('C', 0.747082), ('D', 0.13149), ('B', 0.066529), ('A', 0.054899)]"
16,C,50,50,"[('D', 0.442322), ('C', 0.300129), ('A', 0.141775), ('B', 0.115774)]"
17,C,45,0,"[('C', 0.811977), ('D', 0.087024), ('B', 0.052979), ('A', 0.04802)]"
18,C,60,50,"[('C', 0.820982), ('D', 0.120722), ('A', 0.035422), ('B', 0.022874)]"
19,C,40,50,"[('C', 0.795476), ('D', 0.114173), ('A', 0.057681), ('B', 0.03267)]"
20,C,55,0,"[('C', 0.890909), ('A', 0.065557), ('B', 0.034439), ('D', 0.009095)]"
21,A,90,0,"[('C', 0.590024), ('D', 0.297034), ('A', 0.068223), ('B', 0.044718)]"
22,D,55,0,"[('A', 0.496492), ('C', 0.358315), ('D', 0.126325), ('B', 0.018869)]"
23,D,60,0,"[('D', 0.765155), ('A', 0.114315), ('B', 0.104175), ('C', 0.016354)]"
24,D,40,0,"[('D', 0.778323), ('A', 0.156161), ('B', 0.062252), ('C', 0.003265)]"
25,D,55,0,"[('D', 0.908946), ('A', 0.062192), ('B', 0.020146), ('C', 0.008715)]"
26,B,110,0,"[('D', 0.680406), ('A', 0.18739), ('B', 0.098423), ('C', 0.033781)]"
27,B,120,0,"[('B', 0.854346), ('A', 0.10302), ('C', 0.040182), ('D', 0.002452)]"
28,B,90,0,"[('B', 0.935784), ('A', 0.05446), ('C', 0.008912), ('D', 0.000844)]"
29,B,100,0,"[('B', 0.987862), ('A', 0.005119), ('C', 0.003979), ('D', 0.00304)]"
30,B,90,0,"[('B', 0.984355), ('A', 0.007755), ('C', 0.005716), ('D', 0.002175)]"
31,B,120,0,"[('B', 0.990941), ('D', 0.005538), ('C', 0.002714), ('A', 0.000807)]"
32,B,110,1250,"[('B', 0.990226), ('D', 0.00471), ('C', 0.003195), ('A', 0.001868)]"
33,C,55,25,"[('C', 0.676614), ('A', 0.247617), ('D', 0.054416), ('B', 0.021354)]"
34,C,65,75,"[('C', 0.990098), ('D', 0.005518), ('A', 0.003595), ('B', 0.000789)]"
35,C,45,0,"[('C', 0.968102), ('A', 0.024219), ('D', 0.006133), ('B', 0.001546)]"
36,C,70,25,"[('C', 0.949254), ('A', 0.040528), ('D', 0.008875), ('B', 0.001343)]"
37,C,40,0,"[('C', 0.997009), ('D', 0.002059), ('A', 0.000626), ('B', 0.000306)]"
38,C,50,25,"[('C', 0.992512), ('A', 0.004755), ('D', 0.002108), ('B', 0.000625)]"
39,C,60,75,"[('C', 0.998595), ('A', 0.000766), ('B', 0.000329), ('D', 0.000309)]"
40,C,70,0,"[('C', 0.984865), ('A', 0.013053), ('D', 0.001522), ('B', 0.00056)]"
41,A,110,300,"[('A', 0.943453), ('D', 0.052192), ('B', 0.002601), ('C', 0.001754)]"
42,D,50,0,"[('C', 0.961524), ('D', 0.018239), ('A', 0.011119), ('B', 0.009118)]"
43,A,100,0,"[('D', 0.972556), ('A', 0.019412), ('B', 0.004617), ('C', 0.003415)]"
44,A,80,200,"[('A', 0.859405), ('D', 0.088798), ('B', 0.034579), ('C', 0.017218)]"
45,C,40,50,"[('C', 0.918243), ('D', 0.054614), ('A', 0.015082), ('B', 0.01206)]"
