trial,deck,gain,loss,probabilities
1,G,50,0,"[('E', 0.418913), ('G', 0.290855), ('H', 0.20193), ('F', 0.088301)]"
2,G,60,0,"[('G', 0.505226), ('H', 0.386514), ('F', 0.084889), ('E', 0.023372)]"
3,G,40,50,"[('G', 0.860377), ('H', 0.097664), ('E', 0.022943), ('F', 0.019017)]"
4,G,55,0,"[('G', 0.635918), ('H', 0.234039), ('E', 0.084758), ('F', 0.045285)]"
5,G,55,50,"[('G', 0.755502), ('H', 0.171091), ('F', 0.038336), ('E', 0.03507)]"
6,H,50,0,"[('G', 0.745566), ('H', 0.141199), ('E', 0.064257), ('F', 0.048978)]"
7,F,100,0,"[('H', 0.928448), ('E', 0.044769), ('F', 0.023243), ('G', 0.00354)]"
8,F,80,0,"[('E', 0.346868), ('H', 0.300423), ('F', 0.247204), ('G', 0.105506)]"
9,F,110,0,"[('F', 0.580406), ('H', 0.242833), ('E', 0.16042), ('G', 0.01634)]"
10,F,120,0,"[('F', 0.605491), ('H', 0.382426), ('E', 0.00803), ('G', 0.004053)]"
11,F,90,0,"[('F', 0.900641), ('H', 0.090972), ('E', 0.007553), ('G', 0.000833)]"
12,F,100,0,"[('F', 0.829741), ('H', 0.115308), ('E', 0.05133), ('G', 0.003621)]"
13,F,90,0,"[('F', 0.9667), ('H', 0.030689), ('E', 0.001976), ('G', 0.000635)]"
14,F,120,0,"[('F', 0.939022), ('H', 0.056549), ('E', 0.003487), ('G', 0.000941)]"
15,F,110,1250,"[('F', 0.89763), ('H', 0.099574), ('E', 0.001824), ('G', 0.000971)]"
16,G,45,0,"[('H', 0.560766), ('E', 0.262757), ('F', 0.141965), ('G', 0.034513)]"
17,G,50,50,"[('G', 0.880257), ('H', 0.072465), ('E', 0.043691), ('F', 0.003587)]"
18,G,45,0,"[('G', 0.802246), ('H', 0.16174), ('E', 0.020709), ('F', 0.015305)]"
19,G,60,50,"[('G', 0.889724), ('H', 0.072354), ('E', 0.031497), ('F', 0.006425)]"
20,H,40,0,"[('G', 0.886552), ('H', 0.093016), ('E', 0.012961), ('F', 0.007472)]"
21,H,45,0,"[('H', 0.944682), ('E', 0.025688), ('F', 0.022023), ('G', 0.007607)]"
22,H,45,0,"[('H', 0.986759), ('E', 0.007293), ('F', 0.004235), ('G', 0.001712)]"
23,H,55,0,"[('H', 0.977215), ('F', 0.014376), ('E', 0.005796), ('G', 0.002613)]"
24,H,60,0,"[('H', 0.929488), ('F', 0.05776), ('G', 0.008643), ('E', 0.004109)]"
25,H,40,0,"[('H', 0.931484), ('F', 0.06356), ('G', 0.003391), ('E', 0.001565)]"
26,H,55,0,"[('H', 0.983154), ('F', 0.010698), ('E', 0.003486), ('G', 0.002662)]"
27,H,50,0,"[('H', 0.889872), ('F', 0.105179), ('G', 0.004307), ('E', 0.000642)]"
28,H,60,250,"[('H', 0.932346), ('F', 0.064119), ('G', 0.002212), ('E', 0.001323)]"
29,F,80,0,"[('G', 0.58703), ('H', 0.301371), ('F', 0.106265), ('E', 0.005333)]"
30,F,110,0,"[('F', 0.996667), ('H', 0.001837), ('G', 0.001041), ('E', 0.000455)]"
31,F,100,0,"[('F', 0.997536), ('H', 0.002289), ('G', 0.00012), ('E', 5.6e-05)]"
32,F,90,0,"[('F', 0.999882), ('H', 8.2e-05), ('G', 2.5e-05), ('E', 1.2e-05)]"
33,F,130,1500,"[('F', 0.999451), ('H', 0.000454), ('G', 6e-05), ('E', 3.5e-05)]"
34,G,40,50,"[('G', 0.858762), ('H', 0.089933), ('E', 0.048226), ('F', 0.003078)]"
35,H,55,0,"[('G', 0.884854), ('H', 0.096675), ('E', 0.015375), ('F', 0.003096)]"
36,H,40,0,"[('H', 0.896001), ('G', 0.098316), ('F', 0.003146), ('E', 0.002536)]"
37,H,60,0,"[('H', 0.998313), ('G', 0.001271), ('E', 0.000222), ('F', 0.000193)]"
38,H,40,0,"[('H', 0.996808), ('G', 0.002286), ('F', 0.000745), ('E', 0.000161)]"
39,H,45,0,"[('H', 0.998798), ('G', 0.00051), ('E', 0.000461), ('F', 0.00023)]"
40,H,55,0,"[('H', 0.999445), ('G', 0.000269), ('F', 0.000216), ('E', 7e-05)]"
41,H,65,0,"[('H', 0.999794), ('G', 0.000112), ('F', 7.8e-05), ('E', 1.7e-05)]"
42,H,70,0,"[('H', 0.990333), ('F', 0.006667), ('G', 0.002517), ('E', 0.000483)]"
43,H,50,0,"[('H', 0.997588), ('F', 0.001938), ('G', 0.000376), ('E', 9.9e-05)]"
44,H,70,275,"[('H', 0.993822), ('F', 0.004833), ('G', 0.000944), ('E', 0.000401)]"
45,F,120,0,"[('F', 0.521985), ('G', 0.315246), ('H', 0.143466), ('E', 0.019303)]"
46,F,130,0,"[('F', 0.973916), ('H', 0.012409), ('G', 0.010926), ('E', 0.002749)]"
47,F,110,0,"[('F', 0.999756), ('H', 0.000145), ('G', 7.1e-05), ('E', 2.8e-05)]"
48,F,90,0,"[('F', 0.999483), ('H', 0.000432), ('G', 6.1e-05), ('E', 2.3e-05)]"
49,F,100,0,"[('F', 0.99872), ('H', 0.001014), ('G', 0.000174), ('E', 9.1e-05)]"
50,F,120,0,"[('F', 0.998386), ('H', 0.001437), ('G', 0.000108), ('E', 6.9e-05)]"
51,F,120,1750,"[('F', 0.957327), ('H', 0.038826), ('G', 0.003715), ('E', 0.000133)]"
52,E,100,0,"[('G', 0.725929), ('F', 0.111012), ('H', 0.091325), ('E', 0.071735)]"
53,E,120,0,"[('E', 0.979059), ('G', 0.013323), ('H', 0.006326), ('F', 0.001292)]"
54,E,80,150,"[('E', 0.998743), ('H', 0.000697), ('G', 0.000402), ('F', 0.000159)]"
55,E,90,0,"[('E', 0.846026), ('G', 0.090944), ('F', 0.033308), ('H', 0.029723)]"
56,E,110,300,"[('E', 0.999069), ('G', 0.000492), ('H', 0.000257), ('F', 0.000182)]"
57,F,110,0,"[('E', 0.737094), ('G', 0.137754), ('F', 0.110794), ('H', 0.014357)]"
58,F,140,0,"[('F', 0.967576), ('E', 0.014293), ('H', 0.012193), ('G', 0.005938)]"
59,F,130,0,"[('F', 0.984125), ('H', 0.008936), ('G', 0.004623), ('E', 0.002316)]"
60,F,100,0,"[('F', 0.999337), ('H', 0.000467), ('G', 0.000153), ('E', 4.4e-05)]"
61,F,110,0,"[('F', 0.998848), ('G', 0.000626), ('H', 0.000401), ('E', 0.000125)]"
62,F,120,0,"[('F', 0.999617), ('H', 0.000334), ('G', 3.4e-05), ('E', 1.5e-05)]"
63,F,120,0,"[('F', 0.997602), ('H', 0.002238), ('G', 9.1e-05), ('E', 6.9e-05)]"
64,F,140,0,"[('F', 0.997028), ('H', 0.00286), ('G', 8e-05), ('E', 3.1e-05)]"
65,F,110,0,"[('F', 0.998761), ('H', 0.001196), ('G', 3.1e-05), ('E', 1.3e-05)]"
66,F,130,0,"[('F', 0.999159), ('H', 0.00076), ('G', 6.6e-05), ('E', 1.4e-05)]"
67,F,140,2000,"[('F', 0.999785), ('H', 0.000189), ('G', 1.9e-05), ('E', 8e-06)]"
68,E,100,0,"[('E', 0.926497), ('H', 0.038366), ('G', 0.027801), ('F', 0.007335)]"
69,E,80,200,"[('E', 0.931212), ('H', 0.029269), ('G', 0.026137), ('F', 0.013382)]"
70,H,60,0,"[('E', 0.815944), ('F', 0.074085), ('G', 0.06034), ('H', 0.049631)]"
71,G,55,0,"[('H', 0.601904), ('E', 0.329381), ('G', 0.054278), ('F', 0.014436)]"
72,G,55,25,"[('G', 0.556819), ('E', 0.255916), ('H', 0.147838), ('F', 0.039427)]"
73,E,120,0,"[('G', 0.680856), ('E', 0.188417), ('H', 0.11511), ('F', 0.015616)]"
74,E,110,250,"[('E', 0.959867), ('H', 0.026483), ('G', 0.008203), ('F', 0.005447)]"
75,F,120,0,"[('E', 0.585459), ('G', 0.198455), ('F', 0.134945), ('H', 0.081141)]"
76,E,90,350,"[('E', 0.552139), ('F', 0.364955), ('H', 0.064506), ('G', 0.0184)]"
77,H,55,0,"[('F', 0.431419), ('G', 0.254537), ('E', 0.233694), ('H', 0.080349)]"
78,G,65,75,"[('G', 0.930506), ('H', 0.041003), ('E', 0.026288), ('F', 0.002203)]"
79,E,110,0,"[('G', 0.802348), ('E', 0.114292), ('H', 0.08239), ('F', 0.000969)]"
