trial,deck,gain,loss,probabilities
1,F,100,0,"[('E', 0.453832), ('G', 0.234023), ('H', 0.230126), ('F', 0.082019)]"
2,H,50,0,"[('G', 0.510331), ('H', 0.374233), ('E', 0.059175), ('F', 0.056262)]"
3,E,100,0,"[('H', 0.367496), ('G', 0.293669), ('F', 0.206118), ('E', 0.132717)]"
4,G,50,0,"[('G', 0.572615), ('H', 0.209141), ('F', 0.138304), ('E', 0.07994)]"
5,H,40,0,"[('H', 0.619971), ('F', 0.162134), ('G', 0.135369), ('E', 0.082526)]"
6,E,120,0,"[('E', 0.464463), ('H', 0.252852), ('G', 0.159739), ('F', 0.122946)]"
7,F,80,0,"[('H', 0.506092), ('G', 0.314426), ('F', 0.132121), ('E', 0.047361)]"
8,H,45,0,"[('H', 0.723902), ('G', 0.237903), ('E', 0.028615), ('F', 0.00958)]"
9,E,80,150,"[('E', 0.672812), ('G', 0.133131), ('H', 0.115839), ('F', 0.078218)]"
10,H,45,0,"[('H', 0.793688), ('F', 0.126861), ('G', 0.067393), ('E', 0.012057)]"
11,E,90,0,"[('E', 0.65211), ('F', 0.179944), ('H', 0.130598), ('G', 0.037348)]"
12,F,110,0,"[('F', 0.38212), ('H', 0.329292), ('G', 0.288378), ('E', 0.00021)]"
13,H,55,0,"[('H', 0.981526), ('G', 0.016866), ('E', 0.001204), ('F', 0.000404)]"
14,E,110,300,"[('E', 0.96635), ('H', 0.023786), ('F', 0.007679), ('G', 0.002185)]"
15,H,60,0,"[('H', 0.924084), ('F', 0.068113), ('G', 0.00715), ('E', 0.000653)]"
16,E,100,0,"[('E', 0.922214), ('H', 0.040355), ('F', 0.030625), ('G', 0.006805)]"
17,H,40,0,"[('F', 0.902815), ('H', 0.076163), ('G', 0.020979), ('E', 4.2e-05)]"
18,E,80,200,"[('E', 0.961616), ('F', 0.023771), ('H', 0.011906), ('G', 0.002707)]"
19,H,55,0,"[('H', 0.994062), ('F', 0.004713), ('G', 0.001187), ('E', 3.8e-05)]"
20,E,120,0,"[('E', 0.988385), ('H', 0.00629), ('F', 0.003862), ('G', 0.001463)]"
21,F,120,0,"[('F', 0.990278), ('H', 0.00865), ('G', 0.001071), ('E', 2e-06)]"
22,H,50,0,"[('H', 0.995359), ('G', 0.002301), ('E', 0.001396), ('F', 0.000943)]"
23,E,110,250,"[('E', 0.98928), ('H', 0.008664), ('F', 0.00157), ('G', 0.000486)]"
24,H,60,250,"[('H', 0.965651), ('F', 0.028056), ('G', 0.005784), ('E', 0.000509)]"
25,E,90,350,"[('E', 0.664928), ('H', 0.320402), ('F', 0.009938), ('G', 0.004732)]"
26,H,55,0,"[('H', 0.920886), ('F', 0.044128), ('G', 0.033995), ('E', 0.00099)]"
27,E,110,0,"[('E', 0.995912), ('H', 0.002881), ('F', 0.001016), ('G', 0.000191)]"
28,F,90,0,"[('F', 0.99496), ('H', 0.004725), ('G', 0.000311), ('E', 4e-06)]"
