trial,deck,gain,loss,probabilities
1,B,100,0,"[('A', 0.578401), ('B', 0.203463), ('D', 0.142153), ('C', 0.075983)]"
2,A,100,0,"[('A', 0.506314), ('C', 0.322747), ('B', 0.085971), ('D', 0.084968)]"
3,B,80,0,"[('A', 0.337681), ('C', 0.274461), ('B', 0.22377), ('D', 0.164088)]"
4,A,120,0,"[('C', 0.410756), ('D', 0.29204), ('B', 0.177908), ('A', 0.119296)]"
5,B,110,0,"[('C', 0.531793), ('B', 0.222661), ('D', 0.205783), ('A', 0.039763)]"
6,A,80,150,"[('C', 0.500778), ('B', 0.273965), ('D', 0.135994), ('A', 0.089263)]"
7,B,120,0,"[('B', 0.456355), ('C', 0.29405), ('A', 0.137229), ('D', 0.112366)]"
8,B,90,0,"[('B', 0.532533), ('C', 0.23172), ('A', 0.184872), ('D', 0.050875)]"
9,C,50,0,"[('B', 0.389809), ('A', 0.307589), ('C', 0.232513), ('D', 0.070089)]"
10,C,60,0,"[('B', 0.468452), ('D', 0.339666), ('C', 0.176411), ('A', 0.015471)]"
11,D,50,0,"[('C', 0.775551), ('D', 0.194757), ('B', 0.023808), ('A', 0.005884)]"
12,D,40,0,"[('D', 0.968557), ('C', 0.022634), ('B', 0.004569), ('A', 0.00424)]"
13,D,45,0,"[('D', 0.964089), ('C', 0.020882), ('A', 0.008933), ('B', 0.006096)]"
14,D,45,0,"[('D', 0.943844), ('A', 0.032237), ('C', 0.015782), ('B', 0.008137)]"
15,D,55,0,"[('D', 0.992588), ('C', 0.003813), ('B', 0.002067), ('A', 0.001532)]"
16,D,60,0,"[('D', 0.978393), ('C', 0.00969), ('B', 0.008038), ('A', 0.003879)]"
17,D,40,0,"[('D', 0.99589), ('C', 0.0018), ('A', 0.001199), ('B', 0.001112)]"
18,D,55,0,"[('D', 0.991378), ('C', 0.004617), ('B', 0.002319), ('A', 0.001685)]"
19,D,50,0,"[('D', 0.996467), ('C', 0.002356), ('B', 0.000897), ('A', 0.00028)]"
20,D,60,250,"[('D', 0.998347), ('C', 0.000788), ('B', 0.000697), ('A', 0.000168)]"
21,C,40,50,"[('B', 0.38381), ('A', 0.280237), ('C', 0.192203), ('D', 0.14375)]"
22,C,55,0,"[('C', 0.872101), ('B', 0.095712), ('D', 0.018004), ('A', 0.014183)]"
23,C,55,50,"[('C', 0.966957), ('D', 0.032545), ('B', 0.000402), ('A', 9.6e-05)]"
24,B,100,0,"[('C', 0.945353), ('D', 0.02479), ('B', 0.019651), ('A', 0.010206)]"
25,B,90,0,"[('B', 0.991455), ('C', 0.004188), ('A', 0.003712), ('D', 0.000645)]"
26,B,120,0,"[('B', 0.992545), ('A', 0.003842), ('C', 0.003468), ('D', 0.000145)]"
27,B,110,1250,"[('B', 0.999054), ('A', 0.000563), ('C', 0.000367), ('D', 1.6e-05)]"
28,C,45,0,"[('C', 0.573007), ('A', 0.342202), ('D', 0.043543), ('B', 0.041248)]"
29,C,50,50,"[('C', 0.987257), ('D', 0.008429), ('B', 0.003083), ('A', 0.001231)]"
30,C,45,0,"[('C', 0.953026), ('B', 0.021139), ('D', 0.015859), ('A', 0.009975)]"
31,D,55,0,"[('C', 0.730787), ('D', 0.268333), ('B', 0.000624), ('A', 0.000256)]"
32,D,40,0,"[('D', 0.998624), ('C', 0.001112), ('A', 0.000169), ('B', 9.5e-05)]"
33,D,60,0,"[('D', 0.99856), ('C', 0.000747), ('A', 0.000431), ('B', 0.000263)]"
34,D,40,0,"[('D', 0.99868), ('B', 0.000462), ('A', 0.000436), ('C', 0.000422)]"
35,D,45,0,"[('D', 0.999287), ('C', 0.00051), ('B', 0.000107), ('A', 9.6e-05)]"
36,D,55,0,"[('D', 0.99956), ('C', 0.000221), ('A', 0.000139), ('B', 8e-05)]"
37,D,65,0,"[('D', 0.999724), ('C', 0.000149), ('B', 0.000107), ('A', 2e-05)]"
38,D,70,0,"[('D', 0.995815), ('B', 0.001752), ('A', 0.001273), ('C', 0.00116)]"
39,D,50,0,"[('D', 0.997418), ('A', 0.001287), ('B', 0.000738), ('C', 0.000558)]"
40,D,70,275,"[('D', 0.999147), ('C', 0.000375), ('B', 0.000276), ('A', 0.000202)]"
41,C,60,50,"[('C', 0.986257), ('B', 0.006956), ('A', 0.006337), ('D', 0.00045)]"
42,C,40,50,"[('C', 0.985342), ('B', 0.01037), ('D', 0.002513), ('A', 0.001775)]"
43,C,55,0,"[('C', 0.983072), ('B', 0.008955), ('A', 0.006377), ('D', 0.001596)]"
44,C,55,25,"[('C', 0.981188), ('D', 0.018057), ('B', 0.000708), ('A', 4.7e-05)]"
45,B,80,0,"[('B', 0.616914), ('C', 0.374423), ('D', 0.008146), ('A', 0.000517)]"
46,B,110,0,"[('B', 0.999964), ('A', 3.4e-05), ('C', 2e-06), ('D', 0.0)]"
47,B,100,0,"[('B', 0.998842), ('A', 0.001067), ('C', 5.5e-05), ('D', 3.5e-05)]"
