trial,deck,gain,loss,probabilities
1,H,50,0,"[('E', 0.418913), ('G', 0.290855), ('H', 0.20193), ('F', 0.088301)]"
2,F,100,0,"[('H', 0.631803), ('G', 0.18859), ('F', 0.160764), ('E', 0.018842)]"
3,E,100,0,"[('G', 0.404317), ('H', 0.366643), ('E', 0.173587), ('F', 0.055453)]"
4,H,40,0,"[('G', 0.521091), ('H', 0.424148), ('E', 0.029074), ('F', 0.025687)]"
5,F,80,0,"[('H', 0.329674), ('G', 0.305704), ('E', 0.247465), ('F', 0.117158)]"
6,E,120,0,"[('G', 0.401209), ('H', 0.33845), ('E', 0.216879), ('F', 0.043462)]"
7,F,110,0,"[('H', 0.620687), ('G', 0.229064), ('F', 0.093783), ('E', 0.056466)]"
8,H,45,0,"[('G', 0.502031), ('H', 0.355185), ('E', 0.136625), ('F', 0.006159)]"
9,H,45,0,"[('F', 0.342741), ('E', 0.260326), ('H', 0.256352), ('G', 0.140581)]"
10,H,55,0,"[('H', 0.785923), ('F', 0.125367), ('E', 0.051397), ('G', 0.037313)]"
11,H,60,0,"[('H', 0.867916), ('F', 0.091552), ('E', 0.026028), ('G', 0.014504)]"
12,F,120,0,"[('H', 0.898781), ('F', 0.079929), ('E', 0.01678), ('G', 0.00451)]"
13,H,40,0,"[('H', 0.675746), ('F', 0.217158), ('E', 0.077003), ('G', 0.030093)]"
14,H,55,0,"[('H', 0.844071), ('F', 0.150238), ('E', 0.003926), ('G', 0.001765)]"
15,H,50,0,"[('H', 0.919763), ('F', 0.078137), ('G', 0.001257), ('E', 0.000843)]"
16,H,60,250,"[('H', 0.892764), ('F', 0.100248), ('E', 0.006197), ('G', 0.000792)]"
17,F,90,0,"[('H', 0.814049), ('F', 0.144176), ('E', 0.02318), ('G', 0.018595)]"
18,H,55,0,"[('F', 0.420863), ('H', 0.403051), ('E', 0.154954), ('G', 0.021131)]"
19,H,40,0,"[('H', 0.863286), ('F', 0.132414), ('E', 0.002409), ('G', 0.00189)]"
20,H,60,0,"[('H', 0.936753), ('F', 0.06126), ('E', 0.00128), ('G', 0.000708)]"
21,F,100,0,"[('F', 0.735663), ('H', 0.262237), ('G', 0.00144), ('E', 0.00066)]"
22,H,40,0,"[('H', 0.933142), ('E', 0.051232), ('F', 0.011875), ('G', 0.003751)]"
23,H,45,0,"[('H', 0.989078), ('F', 0.010124), ('E', 0.000562), ('G', 0.000236)]"
24,H,55,0,"[('H', 0.988588), ('F', 0.010129), ('E', 0.001078), ('G', 0.000206)]"
25,H,65,0,"[('H', 0.947278), ('F', 0.049869), ('E', 0.002488), ('G', 0.000365)]"
26,F,90,0,"[('F', 0.87875), ('H', 0.11951), ('E', 0.001138), ('G', 0.000602)]"
27,H,70,0,"[('H', 0.994604), ('F', 0.003722), ('E', 0.001007), ('G', 0.000667)]"
28,F,120,0,"[('H', 0.98118), ('F', 0.017692), ('E', 0.000846), ('G', 0.000283)]"
29,H,50,0,"[('H', 0.99065), ('F', 0.008293), ('G', 0.000612), ('E', 0.000445)]"
30,H,70,275,"[('H', 0.9958), ('F', 0.004041), ('E', 0.000119), ('G', 4e-05)]"
31,F,110,1250,"[('F', 0.988291), ('H', 0.010758), ('E', 0.000515), ('G', 0.000435)]"
32,E,80,150,"[('H', 0.46643), ('F', 0.312853), ('E', 0.11682), ('G', 0.103898)]"
33,H,60,0,"[('H', 0.418981), ('F', 0.207342), ('E', 0.2041), ('G', 0.169577)]"
34,F,80,0,"[('H', 0.510746), ('F', 0.484332), ('G', 0.002868), ('E', 0.002054)]"
35,E,90,0,"[('E', 0.682536), ('H', 0.314077), ('G', 0.001987), ('F', 0.0014)]"
36,F,110,0,"[('F', 0.720686), ('H', 0.236431), ('G', 0.024288), ('E', 0.018595)]"
37,E,110,300,"[('E', 0.650988), ('H', 0.3456), ('G', 0.001871), ('F', 0.001541)]"
38,H,55,0,"[('H', 0.38707), ('F', 0.359371), ('E', 0.228263), ('G', 0.025296)]"
39,H,65,0,"[('H', 0.881282), ('F', 0.118261), ('E', 0.000245), ('G', 0.000213)]"
40,F,100,0,"[('H', 0.785722), ('F', 0.214107), ('G', 0.000139), ('E', 3.2e-05)]"
41,H,80,0,"[('H', 0.999815), ('F', 0.000143), ('E', 3.3e-05), ('G', 8e-06)]"
42,F,90,0,"[('F', 0.921931), ('H', 0.077967), ('E', 9.5e-05), ('G', 7e-06)]"
