trial,deck,gain,loss,probabilities
1,A,100,0,"[('A', 0.415775), ('B', 0.401632), ('C', 0.10235), ('D', 0.080243)]"
2,A,120,0,"[('A', 0.654349), ('B', 0.335348), ('D', 0.006097), ('C', 0.004206)]"
3,A,80,150,"[('A', 0.919771), ('B', 0.058929), ('C', 0.014231), ('D', 0.007069)]"
4,B,100,0,"[('A', 0.402491), ('B', 0.286242), ('C', 0.207387), ('D', 0.10388)]"
5,C,50,0,"[('B', 0.660991), ('C', 0.202485), ('D', 0.123943), ('A', 0.012582)]"
6,D,50,0,"[('C', 0.622684), ('D', 0.300505), ('B', 0.044266), ('A', 0.032545)]"
7,B,80,0,"[('D', 0.686557), ('C', 0.128941), ('A', 0.110844), ('B', 0.073658)]"
8,C,60,0,"[('B', 0.625054), ('A', 0.142841), ('C', 0.118937), ('D', 0.113168)]"
9,B,110,0,"[('C', 0.466236), ('D', 0.350724), ('B', 0.1538), ('A', 0.029239)]"
10,B,120,0,"[('C', 0.37012), ('A', 0.34675), ('B', 0.18427), ('D', 0.098861)]"
11,A,90,0,"[('B', 0.70371), ('C', 0.176724), ('A', 0.070977), ('D', 0.048588)]"
12,A,110,300,"[('A', 0.617575), ('C', 0.153573), ('B', 0.143634), ('D', 0.085219)]"
13,B,90,0,"[('B', 0.581984), ('C', 0.196089), ('D', 0.115618), ('A', 0.106309)]"
14,B,100,0,"[('C', 0.42678), ('B', 0.392683), ('A', 0.160399), ('D', 0.020139)]"
15,B,90,0,"[('B', 0.370872), ('A', 0.331753), ('C', 0.2029), ('D', 0.094475)]"
16,A,100,0,"[('C', 0.445426), ('A', 0.31711), ('B', 0.176698), ('D', 0.060767)]"
17,B,120,0,"[('A', 0.688778), ('B', 0.22727), ('C', 0.062677), ('D', 0.021275)]"
18,B,110,1250,"[('C', 0.701167), ('A', 0.151728), ('B', 0.115158), ('D', 0.031946)]"
19,A,80,200,"[('C', 0.415445), ('A', 0.34419), ('D', 0.178689), ('B', 0.061676)]"
20,A,120,0,"[('C', 0.419787), ('A', 0.396144), ('B', 0.120275), ('D', 0.063794)]"
21,A,110,250,"[('A', 0.794075), ('B', 0.088873), ('C', 0.061866), ('D', 0.055185)]"
22,A,90,350,"[('A', 0.63301), ('B', 0.248439), ('C', 0.092414), ('D', 0.026137)]"
23,A,110,0,"[('A', 0.539554), ('C', 0.21394), ('B', 0.161774), ('D', 0.084733)]"
24,A,130,350,"[('A', 0.940804), ('B', 0.037639), ('C', 0.012947), ('D', 0.00861)]"
25,C,40,50,"[('A', 0.670339), ('B', 0.191456), ('C', 0.099668), ('D', 0.038537)]"
26,D,40,0,"[('C', 0.851209), ('A', 0.082265), ('B', 0.036649), ('D', 0.029877)]"
27,D,45,0,"[('D', 0.685382), ('B', 0.146808), ('C', 0.102754), ('A', 0.065055)]"
28,D,45,0,"[('D', 0.883319), ('C', 0.091466), ('B', 0.017095), ('A', 0.00812)]"
29,D,55,0,"[('D', 0.919258), ('B', 0.046574), ('C', 0.022072), ('A', 0.012095)]"
30,C,55,0,"[('D', 0.856096), ('B', 0.102001), ('C', 0.029795), ('A', 0.012107)]"
31,C,55,50,"[('C', 0.948216), ('B', 0.031345), ('D', 0.016633), ('A', 0.003805)]"
32,C,45,0,"[('C', 0.965058), ('D', 0.02172), ('A', 0.008163), ('B', 0.00506)]"
33,C,50,50,"[('C', 0.900366), ('D', 0.086154), ('B', 0.011578), ('A', 0.001902)]"
34,C,45,0,"[('C', 0.966327), ('D', 0.019033), ('A', 0.009318), ('B', 0.005321)]"
35,C,60,50,"[('C', 0.889511), ('D', 0.105581), ('A', 0.002516), ('B', 0.002392)]"
36,A,90,0,"[('C', 0.9825), ('D', 0.015359), ('B', 0.001582), ('A', 0.000559)]"
37,A,100,250,"[('A', 0.98255), ('B', 0.010765), ('C', 0.004078), ('D', 0.002608)]"
38,A,120,200,"[('A', 0.739719), ('C', 0.150863), ('B', 0.091033), ('D', 0.018384)]"
39,A,110,0,"[('A', 0.852081), ('C', 0.066795), ('B', 0.064566), ('D', 0.016558)]"
40,A,90,300,"[('A', 0.980162), ('B', 0.013147), ('C', 0.006078), ('D', 0.000614)]"
41,C,40,50,"[('A', 0.93198), ('C', 0.039499), ('B', 0.020959), ('D', 0.007562)]"
42,D,60,0,"[('D', 0.676608), ('C', 0.314311), ('A', 0.007297), ('B', 0.001784)]"
43,D,40,0,"[('D', 0.840031), ('C', 0.123116), ('B', 0.023307), ('A', 0.013546)]"
44,D,55,0,"[('D', 0.959578), ('C', 0.034289), ('A', 0.00382), ('B', 0.002313)]"
45,C,55,0,"[('C', 0.997191), ('B', 0.001486), ('D', 0.000785), ('A', 0.000537)]"
46,C,55,25,"[('C', 0.99576), ('B', 0.002213), ('D', 0.001489), ('A', 0.000538)]"
47,D,50,0,"[('C', 0.997937), ('D', 0.000814), ('B', 0.000689), ('A', 0.00056)]"
48,B,80,0,"[('C', 0.649018), ('D', 0.285501), ('A', 0.051706), ('B', 0.013774)]"
49,B,110,0,"[('B', 0.906644), ('A', 0.080681), ('C', 0.012039), ('D', 0.000636)]"
50,B,100,0,"[('B', 0.893919), ('A', 0.103801), ('C', 0.001977), ('D', 0.000303)]"
51,A,130,150,"[('B', 0.884597), ('A', 0.110407), ('C', 0.004329), ('D', 0.000667)]"
52,B,90,0,"[('A', 0.727893), ('B', 0.162709), ('C', 0.085418), ('D', 0.02398)]"
53,A,120,250,"[('B', 0.534384), ('A', 0.454281), ('C', 0.011275), ('D', 6e-05)]"
54,A,100,0,"[('A', 0.782155), ('B', 0.16982), ('C', 0.044932), ('D', 0.003092)]"
55,A,120,250,"[('A', 0.874931), ('B', 0.115588), ('C', 0.008323), ('D', 0.001158)]"
56,A,140,300,"[('A', 0.894979), ('C', 0.05816), ('B', 0.040206), ('D', 0.006655)]"
57,A,110,0,"[('A', 0.744203), ('C', 0.216481), ('B', 0.033819), ('D', 0.005497)]"
58,A,110,350,"[('A', 0.972826), ('B', 0.013776), ('C', 0.01278), ('D', 0.000618)]"
59,A,100,0,"[('A', 0.573226), ('C', 0.409994), ('B', 0.013389), ('D', 0.003392)]"
60,A,120,200,"[('A', 0.815544), ('B', 0.16097), ('C', 0.022328), ('D', 0.001158)]"
61,A,130,250,"[('A', 0.9839), ('C', 0.011979), ('D', 0.002817), ('B', 0.001304)]"
62,A,110,150,"[('A', 0.674264), ('C', 0.304328), ('B', 0.019828), ('D', 0.00158)]"
63,C,65,75,"[('A', 0.551667), ('C', 0.422648), ('D', 0.019767), ('B', 0.005918)]"
64,D,60,250,"[('C', 0.867811), ('D', 0.12118), ('A', 0.006979), ('B', 0.00403)]"
65,A,140,250,"[('C', 0.542424), ('A', 0.413594), ('D', 0.02854), ('B', 0.015441)]"
66,D,55,0,"[('A', 0.840712), ('C', 0.139732), ('D', 0.013576), ('B', 0.00598)]"
67,D,40,0,"[('C', 0.511338), ('D', 0.443743), ('B', 0.033595), ('A', 0.011324)]"
68,D,60,0,"[('D', 0.889308), ('C', 0.101245), ('A', 0.00542), ('B', 0.004026)]"
69,C,45,0,"[('D', 0.582877), ('C', 0.391911), ('B', 0.019503), ('A', 0.00571)]"
70,C,70,25,"[('C', 0.968996), ('D', 0.028003), ('B', 0.002434), ('A', 0.000566)]"
71,C,40,0,"[('C', 0.872965), ('D', 0.122621), ('B', 0.003447), ('A', 0.000967)]"
72,D,40,0,"[('D', 0.900605), ('C', 0.096958), ('A', 0.001647), ('B', 0.00079)]"
73,D,45,0,"[('D', 0.992182), ('C', 0.006661), ('A', 0.000825), ('B', 0.000333)]"
74,C,50,25,"[('C', 0.920923), ('D', 0.069204), ('B', 0.007302), ('A', 0.00257)]"
75,C,60,75,"[('C', 0.976703), ('D', 0.020539), ('B', 0.002643), ('A', 0.000114)]"
76,C,70,0,"[('C', 0.917968), ('A', 0.058578), ('D', 0.015308), ('B', 0.008147)]"
77,A,120,0,"[('C', 0.590915), ('B', 0.395392), ('A', 0.013637), ('D', 5.6e-05)]"
78,A,130,350,"[('A', 0.886747), ('B', 0.113232), ('C', 1.9e-05), ('D', 2e-06)]"
79,A,120,200,"[('A', 0.953914), ('C', 0.036096), ('B', 0.008424), ('D', 0.001567)]"
80,A,140,250,"[('A', 0.996429), ('C', 0.002851), ('D', 0.000537), ('B', 0.000183)]"
81,A,130,250,"[('A', 0.865269), ('D', 0.064903), ('C', 0.061274), ('B', 0.008554)]"
82,A,110,150,"[('A', 0.53681), ('D', 0.438068), ('C', 0.017726), ('B', 0.007395)]"
83,C,40,50,"[('C', 0.961068), ('A', 0.022362), ('D', 0.015184), ('B', 0.001386)]"
84,C,60,0,"[('D', 0.632347), ('C', 0.36557), ('A', 0.001862), ('B', 0.000221)]"
85,D,55,0,"[('D', 0.666238), ('C', 0.331785), ('B', 0.001406), ('A', 0.000572)]"
86,D,65,0,"[('C', 0.902113), ('D', 0.096811), ('B', 0.000931), ('A', 0.000145)]"
87,D,70,0,"[('C', 0.930461), ('D', 0.064074), ('B', 0.004598), ('A', 0.000867)]"
88,A,150,0,"[('C', 0.56285), ('A', 0.402911), ('B', 0.024479), ('D', 0.00976)]"
89,A,140,150,"[('A', 0.961272), ('B', 0.036796), ('C', 0.001771), ('D', 0.000162)]"
90,A,120,300,"[('A', 0.932565), ('C', 0.061165), ('B', 0.003451), ('D', 0.002819)]"
91,A,150,350,"[('A', 0.984513), ('C', 0.012942), ('B', 0.002356), ('D', 0.000188)]"
92,A,110,0,"[('A', 0.945296), ('C', 0.040339), ('D', 0.013489), ('B', 0.000876)]"
93,A,140,350,"[('A', 0.982259), ('C', 0.012836), ('B', 0.004804), ('D', 0.000101)]"
94,C,65,25,"[('A', 0.981875), ('C', 0.013432), ('D', 0.004081), ('B', 0.000612)]"
95,C,55,0,"[('C', 0.839099), ('D', 0.14882), ('A', 0.010541), ('B', 0.00154)]"
96,C,80,50,"[('D', 0.593936), ('C', 0.405524), ('B', 0.000471), ('A', 6.9e-05)]"
97,C,40,25,"[('C', 0.933165), ('D', 0.064946), ('B', 0.001804), ('A', 8.5e-05)]"
98,C,60,50,"[('C', 0.561136), ('D', 0.436593), ('B', 0.001256), ('A', 0.001015)]"
99,C,55,0,"[('C', 0.965698), ('D', 0.03193), ('B', 0.001444), ('A', 0.000927)]"
100,C,65,25,"[('D', 0.953705), ('C', 0.043744), ('A', 0.001465), ('B', 0.001086)]"
