trial,deck,gain,loss,probabilities
1,G,50,0,"[('E', 0.418913), ('G', 0.290855), ('H', 0.20193), ('F', 0.088301)]"
2,G,60,0,"[('G', 0.507377), ('H', 0.334018), ('F', 0.136228), ('E', 0.022377)]"
3,H,50,0,"[('G', 0.874887), ('H', 0.079002), ('E', 0.026895), ('F', 0.019216)]"
4,G,40,50,"[('H', 0.642593), ('G', 0.264066), ('F', 0.051919), ('E', 0.041421)]"
5,E,100,0,"[('G', 0.493167), ('H', 0.304114), ('F', 0.101653), ('E', 0.101066)]"
6,E,120,0,"[('H', 0.419456), ('E', 0.357283), ('G', 0.15147), ('F', 0.07179)]"
7,G,55,0,"[('E', 0.755188), ('H', 0.104441), ('G', 0.074393), ('F', 0.065978)]"
8,H,40,0,"[('H', 0.417551), ('G', 0.378142), ('F', 0.102325), ('E', 0.101982)]"
9,G,55,50,"[('H', 0.825059), ('G', 0.0825), ('F', 0.061919), ('E', 0.030522)]"
10,H,45,0,"[('H', 0.686585), ('F', 0.132582), ('G', 0.096478), ('E', 0.084355)]"
11,F,100,0,"[('H', 0.693564), ('G', 0.126063), ('E', 0.097661), ('F', 0.082712)]"
12,H,45,0,"[('H', 0.687193), ('F', 0.170753), ('G', 0.116368), ('E', 0.025686)]"
13,G,45,0,"[('H', 0.461506), ('F', 0.402054), ('G', 0.117796), ('E', 0.018643)]"
14,G,50,50,"[('H', 0.875678), ('F', 0.066463), ('G', 0.04718), ('E', 0.010678)]"
15,F,80,0,"[('H', 0.800139), ('F', 0.096667), ('G', 0.058443), ('E', 0.044751)]"
16,H,55,0,"[('H', 0.715413), ('F', 0.155823), ('E', 0.082699), ('G', 0.046065)]"
17,G,45,0,"[('H', 0.342111), ('G', 0.321136), ('F', 0.258038), ('E', 0.078716)]"
18,H,60,0,"[('H', 0.532341), ('G', 0.291779), ('F', 0.090023), ('E', 0.085857)]"
19,F,110,0,"[('G', 0.411694), ('H', 0.39127), ('F', 0.166013), ('E', 0.031023)]"
20,H,40,0,"[('H', 0.98735), ('G', 0.006817), ('F', 0.003281), ('E', 0.002552)]"
21,G,60,50,"[('G', 0.528525), ('H', 0.343629), ('F', 0.122422), ('E', 0.005425)]"
22,F,120,0,"[('H', 0.645728), ('F', 0.328653), ('G', 0.022603), ('E', 0.003017)]"
23,G,40,50,"[('H', 0.977135), ('E', 0.01092), ('G', 0.00714), ('F', 0.004805)]"
24,H,55,0,"[('F', 0.597368), ('H', 0.337605), ('E', 0.054438), ('G', 0.010588)]"
25,H,50,0,"[('G', 0.590469), ('H', 0.258335), ('F', 0.137464), ('E', 0.013733)]"
