trial,deck,gain,loss,probabilities
1,D,50,0,"[('A', 0.560156), ('B', 0.214999), ('D', 0.159538), ('C', 0.065307)]"
2,B,100,0,"[('C', 0.45492), ('B', 0.270041), ('A', 0.214886), ('D', 0.060153)]"
3,D,40,0,"[('C', 0.428169), ('D', 0.247669), ('A', 0.233051), ('B', 0.09111)]"
4,C,50,0,"[('C', 0.57327), ('B', 0.210438), ('D', 0.115138), ('A', 0.101153)]"
5,C,60,0,"[('C', 0.368812), ('D', 0.305201), ('B', 0.248539), ('A', 0.077448)]"
6,A,100,0,"[('C', 0.691784), ('D', 0.130154), ('B', 0.126469), ('A', 0.051593)]"
7,A,120,0,"[('C', 0.40839), ('B', 0.266598), ('D', 0.214397), ('A', 0.110615)]"
8,D,45,0,"[('A', 0.513335), ('C', 0.239824), ('B', 0.151717), ('D', 0.095124)]"
9,D,45,0,"[('C', 0.601594), ('B', 0.213902), ('D', 0.130587), ('A', 0.053916)]"
10,B,80,0,"[('C', 0.442623), ('D', 0.373526), ('A', 0.09892), ('B', 0.084932)]"
11,B,110,0,"[('B', 0.871985), ('C', 0.077906), ('D', 0.040075), ('A', 0.010034)]"
12,B,120,0,"[('B', 0.681569), ('C', 0.132982), ('A', 0.107218), ('D', 0.078231)]"
13,C,40,50,"[('B', 0.7221), ('A', 0.094555), ('D', 0.092922), ('C', 0.090423)]"
14,C,55,0,"[('C', 0.372346), ('B', 0.248782), ('A', 0.246429), ('D', 0.132443)]"
15,D,55,0,"[('C', 0.843781), ('D', 0.106177), ('B', 0.026875), ('A', 0.023167)]"
16,D,60,0,"[('D', 0.540739), ('A', 0.16803), ('C', 0.152797), ('B', 0.138434)]"
17,D,40,0,"[('D', 0.785643), ('B', 0.08454), ('A', 0.064921), ('C', 0.064895)]"
18,B,90,0,"[('C', 0.353917), ('D', 0.33941), ('A', 0.155432), ('B', 0.151241)]"
19,B,100,0,"[('B', 0.951827), ('A', 0.033133), ('C', 0.010116), ('D', 0.004924)]"
20,B,90,0,"[('B', 0.733712), ('A', 0.198932), ('C', 0.038924), ('D', 0.028431)]"
21,A,80,150,"[('B', 0.72146), ('A', 0.22136), ('C', 0.045157), ('D', 0.012023)]"
22,C,55,50,"[('C', 0.780487), ('A', 0.182353), ('B', 0.0298), ('D', 0.00736)]"
23,C,45,0,"[('C', 0.950056), ('A', 0.025965), ('D', 0.015612), ('B', 0.008367)]"
24,C,50,50,"[('C', 0.848107), ('A', 0.086253), ('D', 0.061537), ('B', 0.004103)]"
25,C,45,0,"[('C', 0.821186), ('A', 0.119531), ('B', 0.052788), ('D', 0.006495)]"
26,C,60,50,"[('C', 0.603754), ('A', 0.22081), ('D', 0.166558), ('B', 0.008879)]"
27,C,40,50,"[('C', 0.934238), ('D', 0.041719), ('B', 0.013225), ('A', 0.010818)]"
28,C,55,0,"[('C', 0.923611), ('A', 0.059758), ('B', 0.011832), ('D', 0.004799)]"
29,C,55,25,"[('D', 0.961344), ('C', 0.022746), ('A', 0.010692), ('B', 0.005217)]"
30,C,65,75,"[('C', 0.918997), ('D', 0.046903), ('A', 0.024154), ('B', 0.009946)]"
31,C,45,0,"[('C', 0.843769), ('A', 0.119505), ('B', 0.029524), ('D', 0.007202)]"
32,C,70,25,"[('C', 0.953494), ('D', 0.024276), ('A', 0.018826), ('B', 0.003404)]"
33,C,40,0,"[('C', 0.917106), ('D', 0.07277), ('A', 0.005822), ('B', 0.004303)]"
34,D,55,0,"[('C', 0.880407), ('A', 0.076884), ('D', 0.025889), ('B', 0.01682)]"
35,D,50,0,"[('D', 0.998345), ('A', 0.000839), ('B', 0.000552), ('C', 0.000264)]"
36,D,60,250,"[('D', 0.974593), ('B', 0.01891), ('A', 0.005863), ('C', 0.000634)]"
37,C,50,25,"[('C', 0.694083), ('A', 0.229899), ('B', 0.043858), ('D', 0.03216)]"
38,C,60,75,"[('C', 0.996607), ('A', 0.001932), ('D', 0.00091), ('B', 0.000551)]"
39,C,70,0,"[('C', 0.978165), ('A', 0.016453), ('D', 0.003955), ('B', 0.001426)]"
40,C,40,50,"[('C', 0.967887), ('D', 0.024102), ('A', 0.005659), ('B', 0.002352)]"
41,C,60,0,"[('C', 0.988871), ('A', 0.00645), ('B', 0.002359), ('D', 0.00232)]"
42,C,65,25,"[('C', 0.754545), ('D', 0.239623), ('A', 0.003976), ('B', 0.001856)]"
43,C,55,0,"[('C', 0.999358), ('D', 0.000403), ('A', 0.000178), ('B', 6.1e-05)]"
44,D,55,0,"[('D', 0.949518), ('C', 0.04881), ('A', 0.001385), ('B', 0.000288)]"
45,D,40,0,"[('D', 0.998432), ('A', 0.000801), ('B', 0.000666), ('C', 0.000102)]"
46,B,120,0,"[('D', 0.911866), ('A', 0.060823), ('B', 0.026062), ('C', 0.001249)]"
47,B,110,1250,"[('B', 0.964081), ('A', 0.035416), ('C', 0.000397), ('D', 0.000106)]"
48,A,90,0,"[('C', 0.827813), ('A', 0.153343), ('B', 0.01172), ('D', 0.007124)]"
49,A,110,300,"[('A', 0.864375), ('D', 0.049881), ('B', 0.045702), ('C', 0.040042)]"
50,C,80,50,"[('C', 0.683672), ('A', 0.27468), ('B', 0.023409), ('D', 0.018239)]"
51,C,40,25,"[('C', 0.962842), ('A', 0.018772), ('B', 0.009617), ('D', 0.008769)]"
52,D,60,0,"[('C', 0.965876), ('D', 0.016413), ('A', 0.009804), ('B', 0.007908)]"
53,C,60,50,"[('D', 0.691856), ('C', 0.298997), ('A', 0.005627), ('B', 0.003521)]"
54,C,55,0,"[('C', 0.988647), ('D', 0.008952), ('A', 0.001474), ('B', 0.000927)]"
55,D,40,0,"[('D', 0.654126), ('C', 0.344432), ('B', 0.000744), ('A', 0.000697)]"
56,D,45,0,"[('D', 0.477944), ('B', 0.477587), ('A', 0.0253), ('C', 0.01917)]"
57,D,55,0,"[('D', 0.866177), ('C', 0.068306), ('B', 0.034121), ('A', 0.031396)]"
58,D,65,0,"[('D', 0.993769), ('B', 0.002525), ('C', 0.001883), ('A', 0.001824)]"
59,D,70,0,"[('D', 0.924184), ('A', 0.037633), ('B', 0.035344), ('C', 0.00284)]"
60,D,50,0,"[('D', 0.955669), ('A', 0.030406), ('B', 0.013385), ('C', 0.00054)]"
61,D,70,275,"[('D', 0.956373), ('A', 0.020777), ('B', 0.017373), ('C', 0.005477)]"
62,C,65,25,"[('C', 0.790322), ('A', 0.165685), ('B', 0.041035), ('D', 0.002958)]"
63,C,40,75,"[('C', 0.996472), ('D', 0.002766), ('B', 0.000632), ('A', 0.000129)]"
64,C,80,50,"[('C', 0.962275), ('A', 0.024727), ('B', 0.008793), ('D', 0.004204)]"
65,C,65,25,"[('C', 0.995479), ('B', 0.002532), ('A', 0.001019), ('D', 0.00097)]"
66,C,75,0,"[('C', 0.998987), ('D', 0.000964), ('B', 3.6e-05), ('A', 1.4e-05)]"
67,C,55,25,"[('C', 0.974355), ('D', 0.014258), ('A', 0.006614), ('B', 0.004773)]"
