trial,deck,gain,loss,probabilities
1,G,50,0,"[('E', 0.409014), ('G', 0.301197), ('H', 0.213291), ('F', 0.076498)]"
2,F,100,0,"[('G', 0.451132), ('H', 0.362047), ('F', 0.156632), ('E', 0.030189)]"
3,E,100,0,"[('H', 0.453466), ('G', 0.400604), ('E', 0.135761), ('F', 0.010169)]"
4,H,50,0,"[('H', 0.623847), ('G', 0.341532), ('E', 0.019147), ('F', 0.015473)]"
5,F,80,0,"[('H', 0.399127), ('G', 0.328864), ('E', 0.144559), ('F', 0.12745)]"
6,E,120,0,"[('G', 0.389211), ('H', 0.318125), ('E', 0.254578), ('F', 0.038086)]"
7,H,40,0,"[('H', 0.875438), ('G', 0.107647), ('F', 0.012523), ('E', 0.004392)]"
8,G,60,0,"[('F', 0.343687), ('E', 0.284362), ('H', 0.214252), ('G', 0.1577)]"
9,E,80,150,"[('H', 0.630153), ('F', 0.293357), ('G', 0.0518), ('E', 0.02469)]"
10,H,45,0,"[('H', 0.697626), ('F', 0.159997), ('G', 0.124944), ('E', 0.017433)]"
11,H,45,0,"[('F', 0.487083), ('H', 0.202256), ('G', 0.180477), ('E', 0.130184)]"
12,G,40,50,"[('H', 0.48203), ('F', 0.369642), ('G', 0.117829), ('E', 0.030499)]"
13,E,90,0,"[('H', 0.618636), ('F', 0.190941), ('E', 0.122729), ('G', 0.067694)]"
14,H,55,0,"[('H', 0.970903), ('G', 0.01787), ('F', 0.010364), ('E', 0.000863)]"
15,F,110,0,"[('G', 0.390732), ('F', 0.328636), ('H', 0.231507), ('E', 0.049125)]"
16,H,60,0,"[('H', 0.676229), ('E', 0.221239), ('G', 0.097246), ('F', 0.005285)]"
17,G,55,0,"[('G', 0.372611), ('E', 0.290926), ('F', 0.258853), ('H', 0.07761)]"
18,E,110,300,"[('E', 0.817671), ('H', 0.09444), ('F', 0.08698), ('G', 0.000909)]"
19,H,40,0,"[('H', 0.959572), ('F', 0.031451), ('G', 0.007235), ('E', 0.001742)]"
20,F,120,0,"[('F', 0.615948), ('H', 0.18973), ('G', 0.177155), ('E', 0.017167)]"
21,H,55,0,"[('H', 0.990816), ('E', 0.004907), ('G', 0.00389), ('F', 0.000386)]"
22,F,90,0,"[('G', 0.563028), ('F', 0.206798), ('E', 0.141697), ('H', 0.088478)]"
23,H,50,0,"[('H', 0.961384), ('E', 0.028071), ('G', 0.010343), ('F', 0.000203)]"
24,G,55,50,"[('G', 0.747539), ('F', 0.22796), ('H', 0.017019), ('E', 0.007481)]"
25,E,100,0,"[('E', 0.88753), ('H', 0.074318), ('F', 0.02596), ('G', 0.012193)]"
26,H,60,250,"[('H', 0.999992), ('F', 3e-06), ('G', 3e-06), ('E', 1e-06)]"
27,F,100,0,"[('H', 0.822959), ('F', 0.091149), ('E', 0.082465), ('G', 0.003427)]"
28,H,55,0,"[('H', 0.981605), ('E', 0.017537), ('G', 0.000814), ('F', 4.4e-05)]"
29,G,45,0,"[('F', 0.810309), ('G', 0.151833), ('H', 0.036847), ('E', 0.001011)]"
30,E,80,200,"[('E', 0.997279), ('H', 0.001847), ('F', 0.000821), ('G', 5.2e-05)]"
31,H,40,0,"[('H', 0.998819), ('F', 0.000845), ('E', 0.00018), ('G', 0.000155)]"
32,F,90,0,"[('F', 0.998781), ('H', 0.000627), ('G', 0.000517), ('E', 7.5e-05)]"
33,H,60,0,"[('H', 0.999956), ('E', 2.2e-05), ('G', 1.6e-05), ('F', 6e-06)]"
34,G,50,50,"[('G', 0.998242), ('H', 0.00097), ('F', 0.000508), ('E', 0.00028)]"
35,E,120,0,"[('E', 0.995944), ('F', 0.002028), ('H', 0.001933), ('G', 9.5e-05)]"
36,H,40,0,"[('H', 0.999999), ('F', 0.0), ('G', 0.0), ('E', 0.0)]"
37,F,120,0,"[('F', 0.999712), ('H', 0.000141), ('G', 0.000125), ('E', 2.2e-05)]"
38,H,45,0,"[('H', 0.999997), ('G', 1e-06), ('E', 1e-06), ('F', 0.0)]"
39,G,45,0,"[('G', 0.832667), ('F', 0.152788), ('H', 0.007672), ('E', 0.006873)]"
40,E,110,250,"[('E', 0.998594), ('H', 0.000852), ('F', 0.000519), ('G', 3.5e-05)]"
41,H,55,0,"[('H', 0.999493), ('F', 0.000335), ('G', 0.000107), ('E', 6.5e-05)]"
42,F,110,1250,"[('F', 0.999769), ('G', 0.000174), ('H', 5e-05), ('E', 8e-06)]"
43,G,60,50,"[('H', 0.694478), ('E', 0.279902), ('G', 0.022039), ('F', 0.003581)]"
44,H,65,0,"[('E', 0.754151), ('H', 0.156726), ('F', 0.08182), ('G', 0.007302)]"
45,F,80,0,"[('F', 0.898275), ('E', 0.048693), ('G', 0.044831), ('H', 0.008201)]"
46,H,70,0,"[('H', 0.989862), ('E', 0.009852), ('G', 0.000253), ('F', 3.4e-05)]"
47,G,40,50,"[('G', 0.968188), ('F', 0.027228), ('E', 0.003803), ('H', 0.000781)]"
