trial,deck,gain,loss,probabilities
1,G,50,0,"[('E', 0.453832), ('G', 0.234023), ('H', 0.230126), ('F', 0.082019)]"
2,F,100,0,"[('G', 0.507377), ('H', 0.334018), ('F', 0.136228), ('E', 0.022377)]"
3,G,60,0,"[('H', 0.453466), ('G', 0.400604), ('E', 0.135761), ('F', 0.010169)]"
4,H,50,0,"[('H', 0.660484), ('G', 0.264593), ('F', 0.050248), ('E', 0.024675)]"
5,H,40,0,"[('H', 0.739996), ('G', 0.115509), ('F', 0.080433), ('E', 0.064063)]"
6,E,100,0,"[('H', 0.662318), ('E', 0.187884), ('G', 0.092838), ('F', 0.05696)]"
7,G,40,50,"[('H', 0.397405), ('E', 0.284169), ('G', 0.22712), ('F', 0.091307)]"
8,H,45,0,"[('H', 0.490171), ('G', 0.248583), ('F', 0.136486), ('E', 0.124761)]"
9,F,80,0,"[('H', 0.389729), ('E', 0.287491), ('F', 0.195071), ('G', 0.127709)]"
10,G,55,0,"[('H', 0.739062), ('G', 0.208822), ('F', 0.032956), ('E', 0.01916)]"
11,H,45,0,"[('H', 0.93388), ('F', 0.042381), ('G', 0.016496), ('E', 0.007243)]"
12,F,110,0,"[('E', 0.414075), ('F', 0.297778), ('H', 0.244282), ('G', 0.043865)]"
13,G,55,50,"[('H', 0.572095), ('G', 0.39686), ('F', 0.022223), ('E', 0.008822)]"
14,H,55,0,"[('H', 0.96898), ('G', 0.017695), ('F', 0.011158), ('E', 0.002167)]"
15,F,120,0,"[('F', 0.718661), ('E', 0.138976), ('H', 0.134284), ('G', 0.008079)]"
16,G,45,0,"[('G', 0.930008), ('H', 0.068757), ('E', 0.000793), ('F', 0.000442)]"
17,H,60,0,"[('H', 0.99645), ('E', 0.002144), ('F', 0.001001), ('G', 0.000405)]"
18,F,90,0,"[('F', 0.668776), ('E', 0.217252), ('H', 0.106187), ('G', 0.007785)]"
19,H,40,0,"[('G', 0.954419), ('H', 0.043922), ('E', 0.001234), ('F', 0.000424)]"
20,F,100,0,"[('F', 0.838648), ('E', 0.096281), ('H', 0.052618), ('G', 0.012453)]"
21,G,50,50,"[('G', 0.953333), ('H', 0.046037), ('E', 0.000464), ('F', 0.000166)]"
22,H,55,0,"[('H', 0.970701), ('G', 0.012601), ('F', 0.009189), ('E', 0.007509)]"
23,F,90,0,"[('F', 0.959306), ('H', 0.031431), ('E', 0.008221), ('G', 0.001041)]"
24,G,45,0,"[('H', 0.530152), ('G', 0.469273), ('F', 0.000443), ('E', 0.000132)]"
25,H,50,0,"[('H', 0.999115), ('E', 0.000633), ('F', 0.000147), ('G', 0.000105)]"
26,F,120,0,"[('F', 0.949955), ('H', 0.027567), ('E', 0.021492), ('G', 0.000987)]"
27,G,60,50,"[('G', 0.992738), ('H', 0.00721), ('F', 2.7e-05), ('E', 2.6e-05)]"
28,H,60,250,"[('H', 0.997457), ('F', 0.001085), ('E', 0.000878), ('G', 0.00058)]"
29,H,55,0,"[('H', 0.81568), ('F', 0.154551), ('G', 0.02251), ('E', 0.007259)]"
30,F,110,1250,"[('F', 0.940559), ('H', 0.053152), ('E', 0.004889), ('G', 0.0014)]"
31,H,40,0,"[('H', 0.913495), ('G', 0.069341), ('F', 0.010378), ('E', 0.006786)]"
32,G,40,50,"[('F', 0.901365), ('E', 0.053573), ('H', 0.036806), ('G', 0.008256)]"
33,H,60,0,"[('H', 0.994915), ('E', 0.003035), ('F', 0.001303), ('G', 0.000748)]"
34,F,80,0,"[('F', 0.992945), ('E', 0.003582), ('H', 0.002949), ('G', 0.000524)]"
35,G,55,0,"[('G', 0.930675), ('H', 0.069108), ('E', 0.000159), ('F', 5.8e-05)]"
36,H,40,0,"[('H', 0.999974), ('E', 1.5e-05), ('F', 8e-06), ('G', 3e-06)]"
37,F,110,0,"[('F', 0.998687), ('E', 0.000666), ('H', 0.000517), ('G', 0.00013)]"
38,G,55,25,"[('G', 0.999982), ('H', 1.6e-05), ('E', 1e-06), ('F', 1e-06)]"
39,H,45,0,"[('H', 0.999192), ('F', 0.000342), ('E', 0.000258), ('G', 0.000208)]"
40,F,100,0,"[('F', 0.999352), ('H', 0.000483), ('E', 0.000105), ('G', 5.9e-05)]"
41,G,65,75,"[('G', 0.999891), ('H', 0.0001), ('E', 7e-06), ('F', 2e-06)]"
42,H,55,0,"[('H', 0.999257), ('E', 0.000355), ('G', 0.000202), ('F', 0.000185)]"
43,F,90,0,"[('F', 0.99988), ('H', 0.00011), ('E', 7e-06), ('G', 3e-06)]"
44,G,45,0,"[('G', 0.999974), ('H', 2.4e-05), ('E', 1e-06), ('F', 0.0)]"
45,H,65,0,"[('H', 0.999982), ('E', 1.5e-05), ('F', 2e-06), ('G', 1e-06)]"
46,F,130,1500,"[('F', 0.999879), ('H', 8e-05), ('G', 3.1e-05), ('E', 1e-05)]"
47,H,70,0,"[('H', 0.994214), ('E', 0.004686), ('G', 0.001082), ('F', 1.7e-05)]"
48,E,120,0,"[('G', 0.380238), ('F', 0.302692), ('H', 0.162711), ('E', 0.154359)]"
49,G,70,25,"[('G', 0.890237), ('F', 0.076009), ('H', 0.024855), ('E', 0.008899)]"
50,H,50,0,"[('H', 0.977468), ('G', 0.012547), ('E', 0.007699), ('F', 0.002287)]"
51,F,120,0,"[('F', 0.777724), ('E', 0.191084), ('H', 0.026199), ('G', 0.004992)]"
52,G,40,0,"[('G', 0.999979), ('H', 1.4e-05), ('E', 7e-06), ('F', 0.0)]"
53,H,70,275,"[('H', 0.999754), ('E', 0.000218), ('G', 2.2e-05), ('F', 5e-06)]"
54,H,60,0,"[('H', 0.955872), ('E', 0.031784), ('F', 0.009889), ('G', 0.002455)]"
55,F,130,0,"[('F', 0.939914), ('E', 0.053208), ('G', 0.005586), ('H', 0.001293)]"
56,G,50,25,"[('G', 0.999997), ('H', 2e-06), ('E', 1e-06), ('F', 0.0)]"
57,H,55,0,"[('H', 0.999955), ('E', 2.8e-05), ('F', 1.1e-05), ('G', 5e-06)]"
58,F,110,0,"[('F', 0.999912), ('E', 4e-05), ('H', 3.3e-05), ('G', 1.5e-05)]"
59,G,60,75,"[('G', 0.999989), ('H', 7e-06), ('E', 3e-06), ('F', 0.0)]"
60,H,65,0,"[('H', 0.999771), ('E', 0.000108), ('F', 7e-05), ('G', 5.1e-05)]"
61,F,90,0,"[('F', 0.999949), ('E', 2.2e-05), ('H', 1.8e-05), ('G', 1.1e-05)]"
62,G,70,0,"[('G', 0.999998), ('E', 2e-06), ('H', 1e-06), ('F', 0.0)]"
63,H,80,0,"[('H', 0.999997), ('E', 2e-06), ('F', 1e-06), ('G', 0.0)]"
64,F,100,0,"[('F', 0.99993), ('G', 3.3e-05), ('E', 2.8e-05), ('H', 9e-06)]"
65,G,40,50,"[('G', 0.999997), ('H', 2e-06), ('E', 0.0), ('F', 0.0)]"
66,H,40,0,"[('H', 0.999958), ('E', 2.6e-05), ('F', 1e-05), ('G', 6e-06)]"
67,F,120,0,"[('F', 0.998762), ('E', 0.00104), ('H', 0.000101), ('G', 9.6e-05)]"
68,G,60,0,"[('G', 0.999999), ('H', 0.0), ('E', 0.0), ('F', 0.0)]"
69,H,80,0,"[('H', 0.99999), ('E', 9e-06), ('G', 1e-06), ('F', 1e-06)]"
70,F,120,1750,"[('F', 0.999903), ('H', 5.3e-05), ('E', 2.4e-05), ('G', 2e-05)]"
71,H,40,0,"[('H', 0.999463), ('E', 0.000459), ('G', 6.4e-05), ('F', 1.4e-05)]"
72,E,80,150,"[('E', 0.988554), ('G', 0.006768), ('F', 0.004599), ('H', 7.9e-05)]"
73,G,65,25,"[('G', 0.398588), ('H', 0.36128), ('F', 0.143393), ('E', 0.096739)]"
74,H,65,0,"[('H', 0.996784), ('E', 0.001994), ('F', 0.000818), ('G', 0.000405)]"
75,F,110,0,"[('F', 0.99895), ('E', 0.000952), ('G', 6.1e-05), ('H', 3.7e-05)]"
