trial,deck,gain,loss,probabilities
1,A,100,0,"[('A', 0.578401), ('B', 0.203463), ('D', 0.142153), ('C', 0.075983)]"
2,B,100,0,"[('B', 0.671341), ('A', 0.2699), ('D', 0.030941), ('C', 0.027818)]"
3,A,120,0,"[('C', 0.394557), ('A', 0.284892), ('B', 0.201883), ('D', 0.118668)]"
4,C,50,0,"[('C', 0.355467), ('B', 0.348187), ('D', 0.150885), ('A', 0.145461)]"
5,C,60,0,"[('D', 0.698576), ('C', 0.137574), ('B', 0.135888), ('A', 0.027962)]"
6,D,50,0,"[('C', 0.835535), ('D', 0.125756), ('B', 0.028458), ('A', 0.010251)]"
7,A,80,150,"[('D', 0.753691), ('C', 0.121543), ('B', 0.091622), ('A', 0.033144)]"
8,A,90,0,"[('C', 0.556716), ('B', 0.307094), ('D', 0.099942), ('A', 0.036248)]"
9,B,80,0,"[('C', 0.47755), ('B', 0.243267), ('D', 0.148428), ('A', 0.130755)]"
10,B,110,0,"[('B', 0.87096), ('C', 0.098646), ('D', 0.017069), ('A', 0.013325)]"
11,B,120,0,"[('B', 0.566051), ('D', 0.250006), ('C', 0.126427), ('A', 0.057516)]"
12,D,40,0,"[('B', 0.58185), ('D', 0.187903), ('C', 0.166586), ('A', 0.063661)]"
13,D,45,0,"[('D', 0.823751), ('C', 0.154476), ('A', 0.014276), ('B', 0.007497)]"
14,D,45,0,"[('D', 0.637953), ('C', 0.241081), ('A', 0.090355), ('B', 0.030611)]"
15,D,55,0,"[('D', 0.717221), ('C', 0.15385), ('A', 0.107964), ('B', 0.020965)]"
16,B,90,0,"[('D', 0.731828), ('A', 0.158153), ('C', 0.095607), ('B', 0.014412)]"
17,B,100,0,"[('B', 0.933802), ('A', 0.045422), ('C', 0.011008), ('D', 0.009768)]"
18,B,90,0,"[('B', 0.85839), ('A', 0.113768), ('D', 0.015559), ('C', 0.012283)]"
19,B,120,0,"[('B', 0.919941), ('D', 0.036456), ('C', 0.029072), ('A', 0.014531)]"
20,B,110,1250,"[('B', 0.878475), ('D', 0.091384), ('C', 0.021587), ('A', 0.008554)]"
21,A,110,300,"[('A', 0.520138), ('B', 0.241396), ('C', 0.159587), ('D', 0.078879)]"
22,C,40,50,"[('C', 0.50494), ('A', 0.392753), ('D', 0.051468), ('B', 0.050839)]"
23,C,55,0,"[('C', 0.851732), ('A', 0.104214), ('D', 0.03781), ('B', 0.006244)]"
24,C,55,50,"[('C', 0.9713), ('D', 0.027725), ('A', 0.00084), ('B', 0.000135)]"
25,C,45,0,"[('C', 0.978689), ('D', 0.017836), ('A', 0.002885), ('B', 0.00059)]"
26,C,50,50,"[('C', 0.929803), ('D', 0.069708), ('A', 0.000353), ('B', 0.000136)]"
27,C,45,0,"[('C', 0.977735), ('D', 0.017342), ('A', 0.003813), ('B', 0.001109)]"
28,C,60,50,"[('C', 0.933688), ('D', 0.065528), ('A', 0.00057), ('B', 0.000214)]"
29,D,60,0,"[('C', 0.989184), ('D', 0.009602), ('A', 0.000852), ('B', 0.000363)]"
30,D,40,0,"[('D', 0.983842), ('A', 0.01408), ('C', 0.001113), ('B', 0.000966)]"
31,D,55,0,"[('D', 0.993989), ('A', 0.00426), ('B', 0.001019), ('C', 0.000731)]"
32,D,50,0,"[('D', 0.951401), ('B', 0.032123), ('A', 0.012333), ('C', 0.004142)]"
33,D,60,250,"[('D', 0.939788), ('A', 0.05051), ('B', 0.00823), ('C', 0.001472)]"
34,B,80,0,"[('A', 0.925214), ('C', 0.043885), ('D', 0.022143), ('B', 0.008758)]"
35,B,110,0,"[('B', 0.99981), ('A', 0.000137), ('D', 3e-05), ('C', 2.4e-05)]"
36,B,100,0,"[('B', 0.999727), ('A', 0.000219), ('D', 3.6e-05), ('C', 1.8e-05)]"
37,B,90,0,"[('B', 0.999332), ('A', 0.000528), ('C', 8.4e-05), ('D', 5.6e-05)]"
38,B,130,1500,"[('B', 0.999494), ('D', 0.000275), ('A', 0.000171), ('C', 6e-05)]"
39,A,100,0,"[('A', 0.969645), ('C', 0.02295), ('D', 0.006436), ('B', 0.000969)]"
40,C,40,50,"[('A', 0.84089), ('C', 0.153168), ('B', 0.003988), ('D', 0.001954)]"
41,C,55,0,"[('C', 0.978477), ('A', 0.01859), ('D', 0.002808), ('B', 0.000125)]"
42,C,55,25,"[('C', 0.997607), ('D', 0.001282), ('A', 0.001025), ('B', 8.7e-05)]"
43,C,65,75,"[('C', 0.997714), ('D', 0.001096), ('A', 0.001065), ('B', 0.000125)]"
44,C,45,0,"[('C', 0.970985), ('A', 0.026037), ('D', 0.002686), ('B', 0.000292)]"
45,C,70,25,"[('C', 0.998594), ('A', 0.000998), ('D', 0.000371), ('B', 3.6e-05)]"
46,C,40,0,"[('C', 0.943889), ('D', 0.054339), ('A', 0.001482), ('B', 0.00029)]"
47,C,50,25,"[('C', 0.977151), ('D', 0.021888), ('A', 0.0009), ('B', 6.1e-05)]"
48,C,60,75,"[('C', 0.974131), ('D', 0.025735), ('A', 9.3e-05), ('B', 4.1e-05)]"
49,C,70,0,"[('C', 0.871964), ('D', 0.114412), ('B', 0.006915), ('A', 0.006709)]"
50,D,55,0,"[('C', 0.815225), ('D', 0.182942), ('B', 0.001219), ('A', 0.000614)]"
51,D,40,0,"[('D', 0.999019), ('C', 0.000454), ('B', 0.000308), ('A', 0.000219)]"
52,D,60,0,"[('D', 0.998928), ('C', 0.000737), ('A', 0.000262), ('B', 7.3e-05)]"
53,D,40,0,"[('D', 0.996776), ('A', 0.001922), ('B', 0.001214), ('C', 8.8e-05)]"
54,D,45,0,"[('D', 0.992116), ('A', 0.003916), ('C', 0.003519), ('B', 0.000449)]"
55,D,55,0,"[('D', 0.989844), ('A', 0.005405), ('C', 0.003616), ('B', 0.001136)]"
56,D,65,0,"[('D', 0.998953), ('B', 0.000654), ('A', 0.000222), ('C', 0.000171)]"
57,D,70,0,"[('D', 0.987477), ('B', 0.008899), ('A', 0.003487), ('C', 0.000137)]"
58,A,80,200,"[('D', 0.788231), ('B', 0.191801), ('A', 0.019719), ('C', 0.000249)]"
59,A,120,0,"[('A', 0.683078), ('C', 0.25524), ('B', 0.056118), ('D', 0.005564)]"
60,A,110,250,"[('A', 0.838737), ('B', 0.101644), ('C', 0.053311), ('D', 0.006308)]"
61,C,40,50,"[('A', 0.782215), ('C', 0.143733), ('B', 0.056689), ('D', 0.017364)]"
62,C,60,0,"[('C', 0.989624), ('A', 0.006169), ('D', 0.003788), ('B', 0.000419)]"
63,C,65,25,"[('C', 0.938171), ('D', 0.06058), ('B', 0.001063), ('A', 0.000185)]"
64,C,55,0,"[('C', 0.991296), ('D', 0.008328), ('A', 0.000192), ('B', 0.000184)]"
65,C,80,50,"[('C', 0.955874), ('D', 0.043682), ('A', 0.000233), ('B', 0.000212)]"
66,C,40,25,"[('C', 0.971988), ('D', 0.027194), ('A', 0.000516), ('B', 0.000303)]"
67,C,60,50,"[('C', 0.989031), ('D', 0.010009), ('A', 0.000568), ('B', 0.000392)]"
68,C,55,0,"[('C', 0.995826), ('D', 0.003661), ('A', 0.000424), ('B', 8.9e-05)]"
69,D,50,0,"[('C', 0.784005), ('D', 0.214479), ('A', 0.001452), ('B', 6.4e-05)]"
70,D,70,275,"[('D', 0.997651), ('A', 0.001523), ('B', 0.00048), ('C', 0.000346)]"
71,A,90,350,"[('A', 0.805074), ('B', 0.17804), ('C', 0.016092), ('D', 0.000794)]"
72,A,110,0,"[('A', 0.622519), ('C', 0.339197), ('B', 0.033811), ('D', 0.004474)]"
73,B,120,0,"[('A', 0.947314), ('B', 0.052402), ('C', 0.000267), ('D', 1.7e-05)]"
74,B,130,0,"[('B', 0.992967), ('A', 0.005836), ('C', 0.00064), ('D', 0.000557)]"
75,B,110,0,"[('B', 0.997814), ('A', 0.001315), ('D', 0.000762), ('C', 0.000108)]"
76,B,90,0,"[('B', 0.999435), ('A', 0.000423), ('D', 0.000123), ('C', 2e-05)]"
