trial,deck,gain,loss,probabilities
1,E,100,0,"[('E', 0.453832), ('G', 0.234023), ('H', 0.230126), ('F', 0.082019)]"
2,E,120,0,"[('G', 0.496397), ('F', 0.291626), ('H', 0.163505), ('E', 0.048472)]"
3,E,80,150,"[('E', 0.780128), ('G', 0.126373), ('F', 0.056984), ('H', 0.036515)]"
4,H,50,0,"[('H', 0.322626), ('G', 0.245817), ('E', 0.224992), ('F', 0.206565)]"
5,H,40,0,"[('H', 0.636147), ('F', 0.167682), ('G', 0.151255), ('E', 0.044916)]"
6,H,45,0,"[('H', 0.949561), ('F', 0.024135), ('E', 0.014381), ('G', 0.011923)]"
7,H,45,0,"[('H', 0.965459), ('F', 0.020978), ('E', 0.00823), ('G', 0.005332)]"
8,H,55,0,"[('H', 0.996097), ('F', 0.002739), ('E', 0.000938), ('G', 0.000226)]"
9,H,60,0,"[('H', 0.96791), ('F', 0.023714), ('E', 0.006966), ('G', 0.00141)]"
10,H,40,0,"[('H', 0.99446), ('F', 0.003015), ('E', 0.001922), ('G', 0.000603)]"
11,H,55,0,"[('H', 0.995529), ('E', 0.002857), ('F', 0.001381), ('G', 0.000234)]"
12,H,50,0,"[('H', 0.993451), ('E', 0.003712), ('F', 0.002361), ('G', 0.000476)]"
13,H,60,250,"[('H', 0.996051), ('E', 0.002682), ('F', 0.001045), ('G', 0.000222)]"
14,H,55,0,"[('H', 0.8254), ('F', 0.087637), ('E', 0.045688), ('G', 0.041274)]"
15,H,40,0,"[('H', 0.994615), ('E', 0.002684), ('F', 0.002024), ('G', 0.000677)]"
16,H,60,0,"[('H', 0.995101), ('F', 0.002604), ('E', 0.001726), ('G', 0.000569)]"
17,H,40,0,"[('H', 0.996325), ('F', 0.001821), ('E', 0.001456), ('G', 0.000398)]"
18,H,45,0,"[('H', 0.994434), ('E', 0.00297), ('F', 0.002415), ('G', 0.000182)]"
19,H,55,0,"[('H', 0.9937), ('E', 0.004812), ('F', 0.001284), ('G', 0.000204)]"
20,H,65,0,"[('H', 0.99869), ('E', 0.000748), ('F', 0.00049), ('G', 7.1e-05)]"
21,H,70,0,"[('H', 0.996386), ('F', 0.002023), ('E', 0.001151), ('G', 0.00044)]"
22,H,50,0,"[('H', 0.998045), ('E', 0.000925), ('F', 0.000771), ('G', 0.00026)]"
23,H,70,275,"[('H', 0.996945), ('F', 0.001517), ('E', 0.001294), ('G', 0.000243)]"
24,H,60,0,"[('H', 0.96315), ('F', 0.01995), ('G', 0.008613), ('E', 0.008287)]"
25,H,55,0,"[('H', 0.992225), ('F', 0.003374), ('E', 0.00304), ('G', 0.001361)]"
26,E,90,0,"[('H', 0.995565), ('F', 0.002028), ('E', 0.001969), ('G', 0.000438)]"
27,E,110,300,"[('E', 0.95937), ('H', 0.018747), ('F', 0.011306), ('G', 0.010578)]"
28,H,65,0,"[('E', 0.904185), ('H', 0.03929), ('G', 0.03527), ('F', 0.021255)]"
29,H,80,0,"[('H', 0.993367), ('E', 0.004852), ('G', 0.00159), ('F', 0.000192)]"
30,H,40,0,"[('H', 0.997394), ('E', 0.001233), ('F', 0.000913), ('G', 0.00046)]"
31,H,80,0,"[('H', 0.99944), ('E', 0.000509), ('G', 2.8e-05), ('F', 2.2e-05)]"
32,H,40,0,"[('H', 0.997763), ('E', 0.001868), ('F', 0.000329), ('G', 4e-05)]"
33,H,65,0,"[('H', 0.99949), ('E', 0.000437), ('F', 6.8e-05), ('G', 5e-06)]"
34,H,55,300,"[('H', 0.99988), ('E', 9.2e-05), ('F', 2.5e-05), ('G', 3e-06)]"
35,H,60,0,"[('H', 0.956286), ('E', 0.034033), ('F', 0.006592), ('G', 0.003089)]"
36,H,65,0,"[('H', 0.99735), ('E', 0.001679), ('G', 0.000544), ('F', 0.000428)]"
